Table:	CodeValueList
PK	ListName	ListCode	ListCodeNum	SortSeq	CodeValue	MinValue	MaxValue	CodeDesc
23460	IwwfOverallAdj	IW-J		63	-17	-17.000	-17.000	Overall Adjustment for Jump
23433	IwwfOverallAdj	JM-S		71	-24	-24.000	-24.000	Overall Adjustment for Slalom
23447	IwwfOverallAdj	JM-T		72	-00	0.000	0.000	Overall Adjustment for Trick
23461	IwwfOverallAdj	JM-J		73	-25	-25.000	-25.000	Overall Adjustment for Jump
23434	IwwfOverallAdj	JW-S		81	-24	-24.000	-24.000	Overall Adjustment for Slalom
23448	IwwfOverallAdj	JW-T		82	-00	0.000	0.000	Overall Adjustment for Trick
23462	IwwfOverallAdj	JW-J		83	-17	-17.000	-17.000	Overall Adjustment for Jump
23435	IwwfOverallAdj	S1-S		91	-24	-24.000	-24.000	Overall Adjustment for Slalom
23449	IwwfOverallAdj	S1-T		92	-00	0.000	0.000	Overall Adjustment for Trick
23463	IwwfOverallAdj	S1-J		93	-10	-10.000	-10.000	Overall Adjustment for Jump
23436	IwwfOverallAdj	S2-S		101	-18	-18.000	-18.000	Overall Adjustment for Slalom
23450	IwwfOverallAdj	S2-T		102	-00	0.000	0.000	Overall Adjustment for Trick
23464	IwwfOverallAdj	S2-J		103	-10	-10.000	-10.000	Overall Adjustment for Jump
23437	IwwfOverallAdj	S3-S		111	-6	-6.000	-6.000	Overall Adjustment for Slalom
23451	IwwfOverallAdj	S3-T		112	-0	0.000	0.000	Overall Adjustment for Trick
23465	IwwfOverallAdj	S3-J		113	-10	-10.000	-10.000	Overall Adjustment for Jump
23437	IwwfOverallAdj	S4-S		114	-6	-6.000	-6.000	Overall Adjustment for Slalom
23451	IwwfOverallAdj	S4-T		115	-0	0.000	0.000	Overall Adjustment for Trick
23465	IwwfOverallAdj	S4-J		116	-10	-10.000	-10.000	Overall Adjustment for Jump
23438	IwwfOverallAdj	L1-S		121	-18	-18.000	-18.000	Overall Adjustment for Slalom
23452	IwwfOverallAdj	L1-T		122	-00	0.000	0.000	Overall Adjustment for Trick
23466	IwwfOverallAdj	L1-J		123	-7	-7.000	-7.000	Overall Adjustment for Jump
23439	IwwfOverallAdj	L2-S		131	-12	-12.000	-12.000	Overall Adjustment for Slalom
23453	IwwfOverallAdj	L2-T		132	-00	0.000	0.000	Overall Adjustment for Trick
23467	IwwfOverallAdj	L2-J		133	-7	-7.000	-7.000	Overall Adjustment for Jump
23440	IwwfOverallAdj	L3-S		141	-00	0.000	0.000	Overall Adjustment for Slalom
23454	IwwfOverallAdj	L3-T		142	-00	0.000	0.000	Overall Adjustment for Trick
23468	IwwfOverallAdj	L3-J		143	-7	-7.000	-7.000	Overall Adjustment for Jump
23440	IwwfOverallAdj	L4-S		144	-00	0.000	0.000	Overall Adjustment for Slalom
23454	IwwfOverallAdj	L4-T		145	-00	0.000	0.000	Overall Adjustment for Trick
23468	IwwfOverallAdj	L4-J		146	-7	-7.000	-7.000	Overall Adjustment for Jump
22548	IwwfRampMax	JB		51	5 Foot	0.235	5.000	
22549	IwwfRampMax	JG		52	5 Foot	0.235	5.000	
22550	IwwfRampMax	IB		53	5.5 Foot	0.255	5.500	
22551	IwwfRampMax	IG		54	5 Foot	0.235	5.000	
22552	IwwfRampMax	IM		61	6 Foot	0.271	6.000	
22553	IwwfRampMax	IW		62	5.5 Foot	0.255	5.500	
22554	IwwfRampMax	JM		63	6 Foot	0.271	6.000	
22555	IwwfRampMax	JW		64	5.5 Foot	0.255	5.500	
22556	IwwfRampMax	S1		71	5.5 Foot	0.255	5.500	
22557	IwwfRampMax	S2		72	5 Foot	0.235	5.000	
22558	IwwfRampMax	S3		73	5 Foot	0.235	5.000	
22558	IwwfRampMax	S4		74	5 Foot	0.235	5.000	
22559	IwwfRampMax	L1		81	5 Foot	0.235	5.000	
22560	IwwfRampMax	L2		82	5 Foot	0.235	5.000	
22561	IwwfRampMax	L3		83	5 Foot	0.235	5.000	
22561	IwwfRampMax	L4		84	5 Foot	0.235	5.000	
23560	IwwfRecords	IM-S		391	Intl Men - Slalom		74.5	2.5 bouys at 9.75m @ 58 kph (43 off @ 36 mph) 9/7/2013 Nate Smith
23561	IwwfRecords	IM-T		392	Intl Men - Trick		12570.000	4/29/2011 Alexi Zharnasek
00000	IwwfRecords	IM-J		393	Intl Men - Jump		76.3	5/1/2014 Freddy Krueger
23563	IwwfRecords	IM-O		394	Intl Men Overall		2818.010	 9/29/2002 Jaret Llewellyn  
00000	IwwfRecords	IW-S		401	Intl Women - Slalom		69.25	3.25 bouys at 10.25m @ 55 kph (41 off @ 34.2 mph) 6/7/2014 Regina Jaquess
00000	IwwfRecords	IW-T		402	Intl Women - Trick		10460	5/10/2014 Erika Lang
00000	IwwfRecords	IW-J		403	Intl Women - Jump		59.1	5/17/2015 Jacinta Carroll
23567	IwwfRecords	IW-O		404	Intl Women Overall		3126.520	5/20/2012 Natallia Berdnikava
22600	IwwfSlalomMax	JB		51	55kph, 34mph	34.000	55.000	
22601	IwwfSlalomMax	JG		52	52kph, 32mph	32.000	52.000	
22602	IwwfSlalomMax	IB		53	58kph, 36mph	36.000	58.000	
22603	IwwfSlalomMax	IG		54	55kph, 34mph	34.000	55.000	
22604	IwwfSlalomMax	IM		61	58kph, 36mph	36.000	58.000	
22605	IwwfSlalomMax	IW		62	55kph, 34mph	34.000	55.000	
22606	IwwfSlalomMax	JM		63	58kph, 36mph	36.000	58.000	
22607	IwwfSlalomMax	JW		64	55kph, 34mph	34.000	55.000	
22608	IwwfSlalomMax	S1		71	55kph, 34mph	34.000	55.000	
22609	IwwfSlalomMax	S2		72	55kph, 34mph	34.000	55.000	
22610	IwwfSlalomMax	S3		73	55kph, 34mph	34.000	55.000	
22610	IwwfSlalomMax	S4		74	52kph, 32mph	32.000	52.000	
22611	IwwfSlalomMax	L1		81	55kph, 34mph	34.000	55.000	
22612	IwwfSlalomMax	L2		82	55kph, 34mph	34.000	55.000	
22613	IwwfSlalomMax	L3		83	52kph, 32mph	32.000	52.000	
22613	IwwfSlalomMax	L4		84	49kph, 30mph	30.000	49.000	
23409	IWWFSlalomMin	JB		11	43kph, 26mph	-6.000	43.000	
23410	IWWFSlalomMin	JG		12	40kph, 24mph	-5.000	40.000	
23411	IWWFSlalomMin	IB		13	46kph, 28mph	-7.000	46.000	
23412	IWWFSlalomMin	IG		14	43kph, 26mph	-6.000	43.000	
23413	IWWFSlalomMin	IM		21	46kph, 28mph	-7.000	46.000	
23414	IWWFSlalomMin	IW		22	43kph, 26mph	-6.000	43.000	
23415	IWWFSlalomMin	JM		23	46kph, 28mph	-7.000	46.000	
23416	IWWFSlalomMin	JW		24	43kph, 26mph	-6.000	43.000	
23417	IWWFSlalomMin	S1		31	43kph, 26mph	-6.000	43.000	
23418	IWWFSlalomMin	S2		32	43kph, 26mph	-6.000	43.000	
23419	IWWFSlalomMin	S3		33	43kph, 26mph	-6.000	43.000	
23419	IWWFSlalomMin	S4		34	43kph, 26mph	-6.000	43.000	
23420	IWWFSlalomMin	L1		41	43kph, 26mph	-6.000	43.000	
23421	IWWFSlalomMin	L2		42	43kph, 26mph	-6.000	43.000	
23422	IWWFSlalomMin	L3		43	40kph, 24mph	-5.000	40.000	
23422	IWWFSlalomMin	L4		44	40kph, 24mph	-5.000	40.000	
22718	JudgeRating	  		1	Unrated			
22719	JudgeRating	A		2	Assistant			
22720	JudgeRating	R		3	Regular			
22721	JudgeRating	S		4	Senior			
22722	JudgeRating	E		5	Emeritus			
22723	JudgeRating	P		6	PanAm			
22724	JumpBoatTime3Seg	57-R-52M		111	3.31	3.250	3.370	"57kph,35.4mph 52M Segment Record Tolerance"
22725	JumpBoatTime3Seg	57-R-82M		112	5.18	5.110	5.250	"57kph,35.4mph 82M Segment Record Tolerance"
22726	JumpBoatTime3Seg	57-R-41M		113	2.40	2.360	2.460	"57kph,35.4mph 41M Segment Record Tolerance"
22727	JumpBoatTime3Seg	57-R-Balk		115	5.18	5.060	5.250	"57kph,35.4mph Balk Record Tolerance"
22728	JumpBoatTime3Seg	57-R-41M-RTB		116	2.40	2.360	2.660	"57kph,35.4mph 41M Segment RTB Record Tolerance"
22729	JumpBoatTime3Seg	54-R-52M		121	3.49	3.430	3.550	"54kph,33.6mph 52M Segment Record Tolerance"
22730	JumpBoatTime3Seg	54-R-82M		122	5.47	5.390	5.550	"54kph,33.6mph 82M Segment Record Tolerance"
22731	JumpBoatTime3Seg	54-R-41M		123	2.59	2.540	2.660	"54kph,33.6mph 41M Segment Record Tolerance"
22732	JumpBoatTime3Seg	54-R-Balk		125	5.47	5.340	5.550	"54kph,33.6mph Balk Record Tolerance"
22733	JumpBoatTime3Seg	54-R-41M-RTB		126	2.59	2.540	2.810	"54kph,33.6mph 41M Segment RTB Record Tolerance"
22734	JumpBoatTime3Seg	51-R-52M		131	3.69	3.630	3.760	"51kph,31.7mph 52M Segment Record Tolerance"
22735	JumpBoatTime3Seg	51-R-82M		132	5.79	5.700	5.880	"51kph,31.7mph 82M Segment Record Tolerance"
22736	JumpBoatTime3Seg	51-R-41M		133	2.73	2.680	2.810	"51kph,31.7mph 41M Segment Record Tolerance"
22737	JumpBoatTime3Seg	51-R-Balk		135	5.79	5.650	5.880	"51kph,31.7mph Balk Record Tolerance"
22738	JumpBoatTime3Seg	51-R-41M-RTB		136	2.73	2.680	2.980	"51kph,31.7mph 41M Segment RTB Record Tolerance"
22739	JumpBoatTime3Seg	48-R-52M		141	3.92	3.860	3.980	"48kph,29.8mph 52M Segment Record Tolerance"
22740	JumpBoatTime3Seg	48-R-82M		142	6.15	6.050	6.250	"48kph,29.8mph 82M Segment Record Tolerance"
22741	JumpBoatTime3Seg	48-R-41M		143	2.89	2.840	2.980	"48kph,29.8mph 41M Segment Record Tolerance"
22742	JumpBoatTime3Seg	48-R-Balk		145	6.15	6.000	6.250	"48kph,29.8mph Balk Record Tolerance"
22743	JumpBoatTime3Seg	48-R-41M-RTB		146	2.89	2.840	3.170	"48kph,29.8mph 41M Segment RTB Record Tolerance"
22744	JumpBoatTime3Seg	45-R-52M		151	4.18	4.110	4.250	"45kph,28mph 52M Segment Record Tolerance"
22745	JumpBoatTime3Seg	45-R-82M		152	6.56	6.450	6.680	"45kph,28mph 82M Segment Record Tolerance"
22746	JumpBoatTime3Seg	45-R-41M		153	3.08	3.010	3.170	"45kph,28mph 41M Segment Record Tolerance"
22747	JumpBoatTime3Seg	45-R-Balk		155	6.56	6.400	6.680	"45kph,28mph Balk Record Tolerance"
22748	JumpBoatTime3Seg	45-R-41M-RTB		156	3.08	3.010	3.390	"45kph,28mph 41M Segment RTB Record Tolerance"
22749	JumpBoatTime3Seg	42-R-52M		160	4.62	4.320	4.920	"42kph,26.1mph 52M Segment Standard Tolerance"
22750	JumpBoatTime3Seg	42-R-82M		161	7.03	6.900	7.170	"42kph,26.1mph 82M Segment Standard Tolerance"
22751	JumpBoatTime3Seg	42-R-41M		162	3.28	3.210	3.390	"42kph,26.1mph 41M Segment Standard Tolerance"
22752	JumpBoatTime3Seg	42-R-Balk		163	7.03	6.850	7.170	"42kph,26.1mph Balk Standard Tolerance"
22753	JumpBoatTime3Seg	42-R-41M-RTB		164	3.28	3.210	3.640	"42kph,26.1mph 41M Segment RTB Standard Tolerance"
22754	JumpBoatTime3Seg	39-R-52M		170	4.93	4.700	5.160	"39kph,24.2mph 52M Segment Standard Tolerance"
22755	JumpBoatTime3Seg	39-R-82M		171	7.57	7.420	7.730	"39kph,24.2mph 82M Segment Standard Tolerance"
22756	JumpBoatTime3Seg	39-R-41M		173	3.51	3.430	3.640	"39kph,24.2mph 41M Segment Standard Tolerance"
22757	JumpBoatTime3Seg	39-R-Balk		174	7.57	7.370	7.730	"39kph,24.2mph Balk Standard Tolerance"
22758	JumpBoatTime3Seg	39-R-41M-RTB		175	3.51	3.430	3.940	"39kph,24.2mph 41M Segment RTB Standard Tolerance"
22759	JumpBoatTime3Seg	57-C-52M		211	3.33	3.220	3.430	"57kph,35.4mph 52M Segment Standard Tolerance"
22760	JumpBoatTime3Seg	57-C-82M		212	5.18	5.070	5.290	"57kph,35.4mph 82M Segment Standard Tolerance"
22761	JumpBoatTime3Seg	57-C-41M		213	2.40	2.360	2.480	"57kph,35.4mph 41M Segment Standard Tolerance"
22762	JumpBoatTime3Seg	57-C-Balk		215	5.18	5.020	5.290	"57kph,35.4mph Balk Standard Tolerance"
22763	JumpBoatTime3Seg	57-C-41M-RTB		216	2.40	2.360	2.680	"57kph,35.4mph 41M Segment RTB Standard Tolerance"
22764	JumpBoatTime3Seg	54-C-52M		221	3.55	3.410	3.690	"54kph,33.6mph 52M Segment Standard Tolerance"
22765	JumpBoatTime3Seg	54-C-82M		222	5.47	5.350	5.590	"54kph,33.6mph 82M Segment Standard Tolerance"
22766	JumpBoatTime3Seg	54-C-41M		223	2.59	2.540	2.680	"54kph,33.6mph 41M Segment Standard Tolerance"
22767	JumpBoatTime3Seg	54-C-Balk		225	5.47	5.300	5.590	"54kph,33.6mph Balk Standard Tolerance"
22768	JumpBoatTime3Seg	54-C-41M-RTB		226	2.59	2.540	2.840	"54kph,33.6mph 41M Segment RTB Standard Tolerance"
22769	JumpBoatTime3Seg	51-C-52M		231	3.86	3.590	4.120	"51kph,31.7mph 52M Segment Standard Tolerance"
22770	JumpBoatTime3Seg	51-C-82M		232	5.79	5.650	5.930	"51kph,31.7mph 82M Segment Standard Tolerance"
22771	JumpBoatTime3Seg	51-C-41M		233	2.73	2.680	2.840	"51kph,31.7mph 41M Segment Standard Tolerance"
22772	JumpBoatTime3Seg	51-C-Balk		235	5.79	5.600	5.930	"51kph,31.7mph Balk Standard Tolerance"
22773	JumpBoatTime3Seg	51-C-41M-RTB		236	2.73	2.680	3.010	"51kph,31.7mph 41M Segment RTB Standard Tolerance"
22774	JumpBoatTime3Seg	48-C-52M		241	4.03	3.800	4.260	"48kph,29.8mph 52M Segment Standard Tolerance"
22775	JumpBoatTime3Seg	48-C-82M		242	6.15	6.000	6.310	"48kph,29.8mph 82M Segment Standard Tolerance"
22776	JumpBoatTime3Seg	48-C-41M		243	2.89	2.840	3.010	"48kph,29.8mph 41M Segment Standard Tolerance"
22777	JumpBoatTime3Seg	48-C-Balk		245	6.15	5.950	6.310	"48kph,29.8mph Balk Standard Tolerance"
22778	JumpBoatTime3Seg	48-C-41M-RTB		246	2.89	2.840	3.210	"48kph,29.8mph 41M Segment RTB Standard Tolerance"
22779	JumpBoatTime3Seg	45-C-52M		251	4.20	3.990	4.400	"45kph,28mph 52M Segment Standard Tolerance"
22780	JumpBoatTime3Seg	45-C-82M		252	6.56	6.390	6.740	"45kph,28mph 82M Segment Standard Tolerance"
22781	JumpBoatTime3Seg	45-C-41M		253	3.08	3.010	3.210	"45kph,28mph 41M Segment Standard Tolerance"
22782	JumpBoatTime3Seg	45-C-Balk		255	6.56	6.340	6.740	"45kph,28mph Balk Standard Tolerance"
22783	JumpBoatTime3Seg	45-C-41M-RTB		256	3.08	3.010	3.430	"45kph,28mph 41M Segment RTB Standard Tolerance"
22784	JumpBoatTime3Seg	42-C-52M		261	4.62	4.320	4.920	"42kph,26.1mph 52M Segment Standard Tolerance"
22785	JumpBoatTime3Seg	42-C-82M		262	7.03	6.830	7.240	"42kph,26.1mph 82M Segment Standard Tolerance"
22786	JumpBoatTime3Seg	42-C-41M		263	3.28	3.210	3.430	"42kph,26.1mph 41M Segment Standard Tolerance"
22787	JumpBoatTime3Seg	42-C-Balk		265	7.03	6.780	7.240	"42kph,26.1mph Balk Standard Tolerance"
22788	JumpBoatTime3Seg	42-C-41M-RTB		266	3.28	3.210	3.690	"42kph,26.1mph 41M Segment RTB Standard Tolerance"
22789	JumpBoatTime3Seg	39-C-52M		271	4.93	4.700	5.160	"39kph,24.2mph 52M Segment Standard Tolerance"
22790	JumpBoatTime3Seg	39-C-82M		272	7.57	7.340	7.810	"39kph,24.2mph 82M Segment Standard Tolerance"
22791	JumpBoatTime3Seg	39-C-41M		273	3.51	3.430	3.690	"39kph,24.2mph 41M Segment Standard Tolerance"
22792	JumpBoatTime3Seg	39-C-Balk		275	7.57	7.290	7.810	"39kph,24.2mph Balk Standard Tolerance"
22793	JumpBoatTime3Seg	39-C-41M-RTB		276	3.51	3.430	3.990	"39kph,24.2mph 41M Segment RTB Standard Tolerance"
22794	JumpJudgesNum	V		0	0	0.000	0.000	
22795	JumpJudgesNum	G		1	0	0.000	0.000	
22796	JumpJudgesNum	S		2	3	3.000	3.000	
22797	JumpJudgesNum	C		3	3	3.000	3.000	
22798	JumpJudgesNum	N		4	3	3.000	3.000	
22799	JumpJudgesNum	U		5	3	3.000	3.000	
22800	JumpJudgesNum	R		6	6	6.000	6.000	
22801	JumpJudgesNum	T		7	6	6.000	6.000	
22802	JumpJudgesNum	E		8	6	6.000	6.000	
22803	JumpJudgesNum	B		10	6	6.000	6.000	
22804	JumpJudgesNum	A		11	6	6.000	6.000	
22805	JumpJudgesNum	L		12	6	6.000	6.000	
22806	JumpJudgesNum	X		13	6	6.000	6.000	
22807	JumpJudgesNum	$		14	6	6.000	6.000	
22808	JumpJudgesNum	P		15	6	6.000	6.000	
22809	JumpJudgesNum	Q		16	6	6.000	6.000	
22810	JumpJudgesNum	F		17	0	0.000	0.000	
22811	JumpJudgesNum	I		18	0	0.000	0.000	
22812	JumpMeter6Tol	V		0	0	0.000	0.000	
22813	JumpMeter6Tol	S		1	.1	0.100	0.100	
22814	JumpMeter6Tol	C		2	.1	0.100	0.100	
22815	JumpMeter6Tol	F		3	.1	0.100	0.100	
22816	JumpMeter6Tol	N		4	.1	0.100	0.100	
22817	JumpMeter6Tol	U		5	.1	0.100	0.100	
22818	JumpMeter6Tol	R		6	.1	0.100	0.100	
22819	JumpMeter6Tol	T		7	.1	0.100	0.100	
22820	JumpMeter6Tol	I		8	.1	0.100	0.100	
22821	JumpMeter6Tol	E		9	.1	0.100	0.100	
22822	JumpMeter6Tol	B		10	.1	0.100	0.100	
22823	JumpMeter6Tol	A		11	.1	0.100	0.100	
22824	JumpMeter6Tol	L		12	.1	0.100	0.100	
22825	JumpMeter6Tol	X		13	.1	0.100	0.100	
22826	JumpMeter6Tol	$		14	.1	0.100	0.100	
22827	JumpMeter6Tol	P		15	.1	0.100	0.100	
22828	JumpMeter6Tol	Q		16	.1	0.100	0.100	
22829	JumpSpeeds	57kph	57.000	1	35.4mph	35.000	57.000	
22830	JumpSpeeds	54kph	54.000	2	33.6mph	34.000	54.000	
22831	JumpSpeeds	51kph	51.000	3	31.7mph	32.000	51.000	
22832	JumpSpeeds	48kph	48.000	4	29.8mph	30.000	48.000	
22833	JumpSpeeds	45kph	45.000	5	28.0mph	28.000	45.000	
22834	JumpSpeeds	42kph	42.000	6	26.1mph	26.000	42.000	
22835	JumpSpeeds	39kph	39.000	7	24.2mph	24.000	39.000	
22836	JumpTriangle	V		0	0	0.000	0.000	
22837	JumpTriangle	S		1	2.9528	2.953	0.900	
22838	JumpTriangle	C		2	2.9528	2.953	0.900	
22839	JumpTriangle	F		3	3.94	3.940	1.200	
22840	JumpTriangle	N		4	3.94	3.940	1.200	
22841	JumpTriangle	U		5	3.94	3.940	1.200	
22842	JumpTriangle	R		6	1.9685	1.969	0.600	
22843	JumpTriangle	T		7	1.9685	1.969	0.600	
22844	JumpTriangle	I		8	3.94	3.940	1.200	
22845	JumpTriangle	E		9	1.9685	1.969	0.600	
22846	JumpTriangle	B		10	1.9685	1.969	0.600	
22847	JumpTriangle	A		11	1.9685	1.969	0.600	
22848	JumpTriangle	L		12	1.9685	1.969	0.600	
22849	JumpTriangle	X		13	1.9685	1.969	0.600	
22850	JumpTriangle	$		14	1.9685	1.969	0.600	
22851	JumpTriangle	P		15	1.9685	1.969	0.600	
22852	JumpTriangle	Q		16	1.9685	1.969	0.600	
22853	JumpTriangleZero	V		0	0	0.000	0.000	
22854	JumpTriangleZero	S		1	.7546	0.755	0.230	
22855	JumpTriangleZero	C		2	.7546	0.755	0.230	
22856	JumpTriangleZero	F		3	.7546	0.755	0.230	
22857	JumpTriangleZero	N		4	.7546	0.755	0.230	
22858	JumpTriangleZero	U		5	.7546	0.755	0.230	
22859	JumpTriangleZero	R		6	.4921	0.492	0.150	
22860	JumpTriangleZero	T		7	.4921	0.492	0.150	
22861	JumpTriangleZero	I		8	.7546	0.755	0.230	
22862	JumpTriangleZero	E		9	.4921	0.492	0.150	
22863	JumpTriangleZero	B		10	.4921	0.492	0.150	
22864	JumpTriangleZero	A		11	.4921	0.492	0.150	
22865	JumpTriangleZero	L		12	.4921	0.492	0.150	
22866	JumpTriangleZero	X		13	.4921	0.492	0.150	
22867	JumpTriangleZero	$		14	.4921	0.492	0.150	
22868	JumpTriangleZero	P		15	.4921	0.492	0.150	
22869	JumpTriangleZero	Q		16	.4921	0.492	0.150	
22870	MemberStatus	 		1	None			
22871	MemberStatus	Active		2	Active			
22872	MemberStatus	Inactive		3	Inactive			
22873	MemberStatus	Supporting		4	Supporting			
22874	NcwsaAgeGroup	CM		1	College Men A Team	1.000	99.000	
22875	NcwsaAgeGroup	CW		2	College Women A Team	1.000	99.000	
22876	NcwsaAgeGroup	BM		3	College Men B Team	1.000	99.000	
22877	NcwsaAgeGroup	BW		4	College Women B Team	1.000	99.000	
22878	NcwsaAgeGroup	OF		999	NonSkiing Official	16.000	100.000	
22488	NcwsaJumpMax	CM		46	51kph, 31.7mph	31.700	51.000	
22490	NcwsaJumpMax	BM		46	51kph, 31.7mph	31.700	51.000	
22489	NcwsaJumpMax	CW		47	51kph, 31.7mph	31.700	51.000	
22491	NcwsaJumpMax	BW		47	51kph, 31.7mph	31.700	51.000	
22544	NcwsaRampMax	CM		46	5 Foot	0.235	5.000	
22546	NcwsaRampMax	BM		46	5 Foot	0.235	5.000	
22545	NcwsaRampMax	CW		47	5 Foot	0.235	5.000	
22547	NcwsaRampMax	BW		47	5 Foot	0.235	5.000	
23568	NCWSARecords	CM-S		491	College Men - Slalom		117.500	3.5 buoys at 10.25m @ 58 kph (41 off @ 36 mph) 10/3/2011 Will Asher  
00000	NCWSARecords	CM-T		492	College Men - Trick		7050	5/17/2014 Dylan Schaffer
00000	NCWSARecords	CM-J		493	College Men - Jump		194	(59.13m) 10/14/2011 Zack Worden
00000	NCWSARecords	CW-S		501	College Women - Slalom		104.5	2.5 bouys at 10.75m @ 55 kph (39.5 off @ 34.2 mph) 9/1/2012 Manon Costard 9/19/2015 Samantha Dumala
00000	NCWSARecords	CW-T		502	College Women - Trick		5510	10/18/2014 Erika Lang
23573	NCWSARecords	CW-J		503	College Women - Jump		157.000	(47.9m) 10/1/2011 Lauren Morgan
22596	NcwsaSlalomMax	CM		44	58kph, 36mph	36.000	58.000	
22598	NcwsaSlalomMax	BM		44	58kph, 36mph	36.000	58.000	
22597	NcwsaSlalomMax	CW		45	55kph, 34mph	34.000	55.000	
22599	NcwsaSlalomMax	BW		45	55kph, 34mph	34.000	55.000	
23423	NCWSASlalomMin	CM		1	31kph, 19.3mph	0.000	31.000	
23424	NCWSASlalomMin	CW		2	31kph, 19.3mph	0.000	31.000	
23425	NCWSASlalomMin	BM		3	31kph, 19.3mph	0.000	31.000	
23426	NCWSASlalomMin	BW		4	31kph, 19.3mph	0.000	31.000	
22879	OfficialAsgmt	Driver		1	Driver	0.000	0.000	
22880	OfficialAsgmt	BoatJudge		2	Boat Judge	0.000	0.000	
22881	OfficialAsgmt	EventJudge		3	Event Judge	0.000	0.000	
22882	OfficialAsgmt	Scorer		4	Scorer	0.000	0.000	
22883	OfficialAsgmt	Safety		5	Safety	0.000	0.000	
22884	OfficialAsgmt	TechCntl		10	Technical Controller	0.000	0.000	
22885	OfficialAsgmt	Announcer		11	Announcer	0.000	0.000	
22886	OfficialAsgmt	DockStarter		20	Dock Starter	0.000	0.000	
22887	OfficialAsgmt	RopeHandler		20	Rope Handler	0.000	0.000	
22888	OfficialAsgmt	EventJudgeAsst		30	Event Judge Aspiring	0.000	0.000	
22889	OfficialAsgmt	SafetyAsst		30	Safety Aspiring	0.000	0.000	
22890	OfficialAsgmt	ScorerAsst		30	Scorer Aspiring	0.000	0.000	
22891	OfficialAsgmt	TechCntlAsst		30	Technical Controller Aspiring	0.000	0.000	
22892	OfficialAsgmt	AnnouncerAsst		40	Announcer Aspiring	0.000	0.000	
22893	OverallMethod	nops		1	NOPS			AWSA NOPS calculation methodology
22894	OverallMethod	1000		2	Fixed based 1000			Universal overall calculation based on 1000 points for 1st place in each event
22895	OverallMethod	placement		3	Event placement			Based on points assigned based on placement
22896	RampHeight	4		1	4 Foot	0.215		
22897	RampHeight	4.5		2	4.5 Foot	0.215		
22898	RampHeight	5		3	5 Foot	0.235		
22899	RampHeight	5.5		4	5.5 Foot	0.255		
22900	RampHeight	6		5	6 Foot	0.271		
22901	Rules	awsa		0	AWSA			
22902	Rules	ncwsa		0	Collegiate			
22903	Rules	iwwf		0	IWWF			
22904	SafetyRating	 		1	Unrated			
22905	SafetyRating	C		2	Coordinator			
22906	SafetyRating	S		3	State			
22907	SafetyRating	R		4	Regional			
22908	SafetyRating	N		5	National			
22909	SafetyRating	E		6	Emeritus			
22910	ScorerRating	 		1	Unrated			
22911	ScorerRating	A		2	Assistant			
22912	ScorerRating	R		3	Regular			
22913	ScorerRating	S		4	Senior			
22914	ScorerRating	E		5	Emeritus			
22915	SlalomBoatTime	58-C-0		1	1.68	1.640	1.710	Score 0 - 25 or .5
22916	SlalomBoatTime	58-C-1		2	4.22	4.150	4.280	Score 1 - 1.25 or 1.5
22917	SlalomBoatTime	58-C-2		3	6.77	6.670	6.840	Score 2 - 2.25 or 2.5
22918	SlalomBoatTime	58-C-3		4	9.31	9.200	9.410	Score 3 - 3.25 or 3.5
22919	SlalomBoatTime	58-C-4		5	11.86	11.730	11.970	Score 4 - 4.25 or 4.5
22920	SlalomBoatTime	58-C-5		6	14.4	14.250	14.530	Score 5 - 5.25 or 5.5
22921	SlalomBoatTime	58-C-6		7	16.08	15.920	16.220	Score all 6
22922	SlalomBoatTime	55-C-0		8	1.77	1.730	1.800	Score 0 - 25 or .5
22923	SlalomBoatTime	55-C-1		9	4.45	4.370	4.510	Score 1 - 1.25 or 1.5
22924	SlalomBoatTime	55-C-2		10	7.13	7.030	7.230	Score 2 - 2.25 or 2.5
22925	SlalomBoatTime	55-C-3		11	9.82	9.690	9.930	Score 3 - 3.25 or 3.5
22926	SlalomBoatTime	55-C-4		12	12.5	12.350	12.640	Score 4 - 4.25 or 4.5
22927	SlalomBoatTime	55-C-5		13	15.19	15.020	15.340	Score 5 - 5.25 or 5.5
22928	SlalomBoatTime	55-C-6		14	16.95	16.780	17.120	Score all 6
22929	SlalomBoatTime	52-C-0		15	1.87	1.830	1.910	Score 0 - 25 or .5
22930	SlalomBoatTime	52-C-1		16	4.71	4.620	4.780	Score 1 - 1.25 or 1.5
22931	SlalomBoatTime	52-C-2		17	7.55	7.430	7.650	Score 2 - 2.25 or 2.5
22932	SlalomBoatTime	52-C-3		18	10.38	10.240	10.520	Score 3 - 3.25 or 3.5
22933	SlalomBoatTime	52-C-4		19	13.22	13.050	13.390	Score 4 - 4.25 or 4.5
22934	SlalomBoatTime	52-C-5		20	16.06	15.870	16.250	Score 5 - 5.25 or 5.5
22935	SlalomBoatTime	52-C-6		21	17.93	17.720	18.130	Score all 6
22936	SlalomBoatTime	49-C-0		22	1.98	1.940	2.030	Score 0 - 25 or .5
22937	SlalomBoatTime	49-C-1		23	5	4.900	5.080	Score 1 - 1.25 or 1.5
22938	SlalomBoatTime	49-C-2		24	8.01	7.870	8.130	Score 2 - 2.25 or 2.5
22939	SlalomBoatTime	49-C-3		25	11.02	10.850	11.180	Score 3 - 3.25 or 3.5
