Table:	CodeValueList
PK	ListName	ListCode	ListCodeNum	SortSeq	CodeValue	MinValue	MaxValue	CodeDesc
23496	AWSARecords	M4-J		103	Mens 4 - Jump		179.000	(54.5m) 10/3/2010 Danny Zeisler  
00000	AWSARecords	M5-S		111	Mens 5 - Slalom		111.5	3.5 bouys at 10.25m @ 55 kph (41 off @ 34.2 mph) 9/6/2015 Greg Badal
23498	AWSARecords	M5-T		112	Mens 5 - Trick		5490.000	 9/7/2008 Don Parsons  
00000	AWSARecords	M5-J		113	Mens 5 - Jump		157	(47.8) 7/19/2014 Mitch Grau
23500	AWSARecords	M6-S		121	Mens 6 - Slalom		109	1 bouy at 10.25m @ 55 kph (41 off @ 34.2 mph) 10/12/2013 Kris LaPoint
00000	AWSARecords	M6-T		122	Mens 6 - Trick		4830	8/22/2014 Don Parsons
00000	AWSARecords	M6-J		123	Mens 6 - Jump		155	(47.1m) 9/27/2014 Frankie Dees
00000	AWSARecords	M7-S		131	Mens 7 - Slalom		101	5 bouys at 10.75m @ 52 kph (39 off @ 32.2 mph) 8/30/2014 Steve Rafael
23504	AWSARecords	M7-T		132	Mens 7 - Trick		3750.000	 8/24/2002 Jerry Hosner  
23505	AWSARecords	M7-J		133	Mens 7 - Jump		112.000	(34.1m) 8/15/2006 Bruce Kunde  
00000	AWSARecords	M8-S		141	Mens 8 - Slalom		92	2 bouys at 10.75m @ 49 kph (39.5 off @ 30.4 mph) 8/31/2014 Brad Conger 6/28/2015 Jim Kinney
00000	AWSARecords	M8-T		142	Mens 8 - Trick		2760	7/17/2014 Stan Switzer
23508	AWSARecords	M8-J		143	Mens 8 - Jump		96	(29.3m) 8/31/2013 Brad Conger
00000	AWSARecords	M9-S		151	Mens 9 - Slalom		86.5	2.5 bouys at 11.25m @ 49 kph (38 off @ 30.4 mph) 4/5/2014 Jerry Hosner
23510	AWSARecords	M9-T		152	Mens 9 - Trick		1740.000	 8/5/2004 Harry Price  
00000	AWSARecords	M9-J		153	Mens 9 - Jump		98	(29.8m) 8/7/2014 Bruce Kunde
23512	AWSARecords	MA-S		161	Mens 10 - Slalom		73.500	1.5 buoys at 13m @ 49 kph (32 off @ 30.4 mph) 9/11/2005 Jim Salmas  
23513	AWSARecords	MA-T		162	Mens 10 - Trick		1600.000	 10/20/2007 Harry Price  
23514	AWSARecords	MA-J		163	Mens 10 - Jump		47.000	(14.2m) 8/14/2010 Elgin Faulkner  
23515	AWSARecords	MB-S		171	Mens 11 - Slalom		38.000	2 bouys at 23m @ 43 kph (75 @ 26.7 mph) 10/29/2012 Harry Price
23516	AWSARecords	MB-T		172	Mens 11 - Trick		1050.000	10/29/2012 Harry Price
23517	AWSARecords	MB-J		173	Mens 11 - Jump		22.000	(6.7m) 10/29/2012 Harry Price
23518	AWSARecords	W1-S		181	Womens 1 - Slalom		109.000	1 buoy at 10.25m @ 55 kph (41 off @ 34.2 mph) 7/3/2009 Regina Jaquess  
00000	AWSARecords	W1-T		182	Womens 1 - Trick		10460	5/10/2014 Erika Lang
00000	AWSARecords	W1-J		183	Womens 1 - Jump		165	(50.4m) 5' @ 54kph 10/4/2015 Lauren Morgan
00000	AWSARecords	W2-S		191	Womens 2 - Slalom		111.25	3.25 bouys at 10.25m @ 55 kph (41 off @ 34.2 mph) 6/7/2014 Regina Jaquess
23522	AWSARecords	W2-T		192	Womens 2 - Trick		8990.000	 10/2/2010 Mandy Nightingale  
23523	AWSARecords	W2-J		193	Womens 2 - Jump		158.000	 10/6/1996 Brenda Baldwin  
00000	AWSARecords	W3-S		201	Womens 3 - Slalom		109	1 bouys at 10.25m @ 55 kph (39.5 off @ 34.2 mph) 8/30/2014 April Coble-Eller
23525	AWSARecords	W3-T		202	Womens 3 - Trick		6450.000	 7/25/2010 Sally Montavon  
23526	AWSARecords	W3-J		203	Womens 3 - Jump		155.000	 10/6/2007 Brenda Baldwin  
23527	AWSARecords	W4-S		211	Womens 4 - Slalom		100.500	4.5 buoys at 11.25m @ 55 kph (38 off @ 34.2 mph) 10/4/2009 Jennifer Leachman-LaPoint  
23528	AWSARecords	W4-T		212	Womens 4 - Trick		5600.000	 7/4/1988 Barbara Cleveland  
00000	AWSARecords	W4-J		213	Womens 4 - Jump		134	(40.4) 10/12/2014 Lori Krueger
00000	AWSARecords	W5-S		221	Womens 5 - Slalom		96.5	0.5 bouys at 10.75m @ 52 kph (39.5 off @ 32.3 mph) 7/5/2014 Phillipa Shedd
23531	AWSARecords	W5-T		222	Womens 5 - Trick		5060.000	 8/18/2007 Kay Nichols  
00000	AWSARecords	W5-J		223	Womens 5 - Jump		114	(34.6) 48kph 10/4/2015 Joy Kelly
00000	AWSARecords	W6-S		231	Womens 6 - Slalom		89.000	5 bouys at 12m @ 52 kph (32 off @ 32.3 mph) 10/21/2012 Leza Harrison
23534	AWSARecords	W6-T		232	Womens 6 - Trick		3780.000	 8/11/1998 Thelma Salmas  
23535	AWSARecords	W6-J		233	Womens 6 - Jump		95.000	(29.1m) 6/23/2012 Leza Harrison
23536	AWSARecords	W7-S		241	Womens 7 - Slalom		80.000	2 buoys at 12m @ 49 kph (35 off @ 30.4 mph) 8/3/2001 Lorretta Morris  
23537	AWSARecords	W7-T		242	Womens 7 - Trick		3330.000	 8/14/2001 Thelma Salmas  
23538	AWSARecords	W7-J		243	Womens 7 - Jump		69.000	 7/26/2001 Thelma Salmas  
23539	AWSARecords	W8-S		251	Womens 8 - Slalom		75.500	3.5 buoys at 13m @ 49 kph (32 off @ 30.4 mph) 6/14/2008 Margaret Anne Woodard  
23540	AWSARecords	W8-T		252	Womens 8 - Trick		2270.000	 5/14/2006 Thelma Salmas  
23541	AWSARecords	W8-J		253	Womens 8 - Jump		57.000	 7/9/2006 Thelma Salmas  
23542	AWSARecords	W9-S		261	Womens 9 - Slalom		68	2 bouys at 13.00m @ 46 kph (32 off @ 28.6 mph) 9/22/2013 Maria Walsh
23543	AWSARecords	W9-T		262	Womens 9 - Trick		1670.000	 10/20/2007 Artis Price  
23544	AWSARecords	W9-J		263	Womens 9 - jump		45.000	 8/16/1990 Lucille Borgen  
23545	AWSARecords	WA-S		271	Womens 10 - Slalom		56.000	2 buoys at 16m @ 46 kph (22 off @ 28.6 mph) 9/15/2007 Francis Woofenden  
23546	AWSARecords	WA-T		272	Womens 10 - Trick		1220.000	 10/11/2009 Artis Price  
23547	AWSARecords	WA-J		273	Womens 10 - Jump		0.000	 none none  
23548	AWSARecords	WB-S		281	Womens 11 - Slalom		46.000	4 buoys at 23m @ 43 kph (75 @ 26.7 mph) 7/17/2005 Lucille Borgen  
00000	AWSARecords	WB-T		282	Womens 11 - Trick		1120	8/19/2014 Artis Price
23550	AWSARecords	WB-J		283	Womens 11 - Jump		0.000	 none none  
23551	AWSARecords	OM-S		291	Open Mens - Slalom		122.5	2.5 bouys at 9.75m @ 58 kph (43 off @ 36 mph) 9/7/2013 Nate Smith
23552	AWSARecords	OM-T		292	Open Mens - Trick		12090.000	4/30/2011 Jimmy Siemers
00000	AWSARecords	OM-J		293	Open Mems - Jump		250	(76.3) 5/1/2014 Freddy Krueger
00000	AWSARecords	OW-S		301	Open Womens - Slalom		111.25	3.25 bouys at 10.25m @ 55 kph (41 off @ 34.2 mph) 6/7/2014 Regina Jaquess
00000	AWSARecords	OW-T		302	Open Womens - Trick		10460	5/10/2014 Erika Lang
23556	AWSARecords	OW-J		303	Open Womens - Jump		184	(56.1m) 10/5/2013 Alex Lauretano
00000	AWSARecords	MM-S		311	Master Mens - Slalom		115.5	1.5 bouys at 9.75m @ 55 kph (43 off @ 34.2 mph) 10/18/2014 Jeff Rodgers
23558	AWSARecords	MM-T		312	Master Mens - Trick		11570.000	 5/8/2010 Russell Gay  
23559	AWSARecords	MM-J		313	Master Mens - Jump		215.000	(65.5m) 4/9/2011 Scot Ellis
00000	AWSARecords	MW-S		321	Master Womens-Slalom		109.0	1 bouy at 10.25m @ 55kph (41 off @ 34.2 mph) 8/10/2015 BENCHMARK
00000	AWSARecords	MW-T		322	Master Womens-Trick		6450.000	8/10/2015 BENCHMARK
00000	AWSARecords	MW-J		323	Master Womens-Jump		155	8/10/2015 BENCHMARK
22562	AWSASlalomMax	B1		1	49kph, 30mph	30.000	49.000	
22563	AWSASlalomMax	B2		2	55kph, 34mph	34.000	55.000	
22564	AWSASlalomMax	B3		3	58kph, 36mph	36.000	58.000	
22565	AWSASlalomMax	G1		4	49kph, 30mph	30.000	49.000	
22566	AWSASlalomMax	G2		5	52kph, 32mph	32.000	52.000	
22567	AWSASlalomMax	G3		6	55kph, 34mph	34.000	55.000	
22568	AWSASlalomMax	M1		7	58kph, 36mph	36.000	58.000	
22569	AWSASlalomMax	M2		8	58kph, 36mph	36.000	58.000	
22570	AWSASlalomMax	M3		9	55kph, 34mph	34.000	55.000	
22571	AWSASlalomMax	M4		10	55kph, 34mph	34.000	55.000	
22572	AWSASlalomMax	M5		11	55kph, 34mph	34.000	55.000	
22573	AWSASlalomMax	M6		12	55kph, 34mph	34.000	55.000	
22574	AWSASlalomMax	M7		13	52kph, 32mph	32.000	52.000	
22575	AWSASlalomMax	M8		14	49kph, 30mph	30.000	49.000	
22576	AWSASlalomMax	M9		15	49kph, 30mph	30.000	49.000	
22577	AWSASlalomMax	MA		16	49kph, 30mph	30.000	49.000	
22578	AWSASlalomMax	MB		17	46kph, 28mph	28.000	46.000	
22579	AWSASlalomMax	W1		18	55kph, 34mph	34.000	55.000	
22580	AWSASlalomMax	W2		19	55kph, 34mph	34.000	55.000	
22581	AWSASlalomMax	W3		20	55kph, 34mph	34.000	55.000	
22582	AWSASlalomMax	W4		21	55kph, 34mph	34.000	55.000	
22583	AWSASlalomMax	W5		22	52kph, 32mph	32.000	52.000	
22584	AWSASlalomMax	W6		23	52kph, 32mph	32.000	52.000	
22585	AWSASlalomMax	W7		24	49kph, 30mph	30.000	49.000	
22586	AWSASlalomMax	W8		25	49kph, 30mph	30.000	49.000	
22587	AWSASlalomMax	W9		26	46kph, 28mph	28.000	46.000	
22588	AWSASlalomMax	WA		27	46kph, 28mph	28.000	46.000	
22589	AWSASlalomMax	WB		28	43kph, 26mph	28.000	46.000	
22590	AWSASlalomMax	OM		29	58kph, 36mph	36.000	58.000	
22591	AWSASlalomMax	OW		30	55kph, 34mph	34.000	55.000	
22592	AWSASlalomMax	MM		40	55kph, 34mph	34.000	55.000	
22593	AWSASlalomMax	MW		41	55kph, 34mph	34.000	55.000	
22594	AWSASlalomMax	NM		42	58kph, 36mph	36.000	58.000	
22595	AWSASlalomMax	NW		43	55kph, 34mph	34.000	55.000	
23409	AWSASlalomMin	JB		11	43kph, 26mph	-6.000	43.000	
23410	AWSASlalomMin	JG		12	40kph, 24mph	-5.000	40.000	
23411	AWSASlalomMin	IB		13	46kph, 28mph	-7.000	46.000	
23412	AWSASlalomMin	IG		14	43kph, 26mph	-6.000	43.000	
23413	AWSASlalomMin	IM		21	46kph, 28mph	-7.000	46.000	
23414	AWSASlalomMin	IW		22	43kph, 26mph	-6.000	43.000	
23415	AWSASlalomMin	JM		23	46kph, 28mph	-7.000	46.000	
23416	AWSASlalomMin	JW		24	43kph, 26mph	-6.000	43.000	
23417	AWSASlalomMin	S1		31	43kph, 26mph	-6.000	43.000	
23418	AWSASlalomMin	S2		32	43kph, 26mph	-6.000	43.000	
23419	AWSASlalomMin	S3		33	43kph, 26mph	-6.000	43.000	
23419	AWSASlalomMin	S4		34	43kph, 26mph	-6.000	43.000	
23420	AWSASlalomMin	L1		41	43kph, 26mph	-6.000	43.000	
23421	AWSASlalomMin	L2		42	43kph, 26mph	-6.000	43.000	
23422	AWSASlalomMin	L3		43	40kph, 24mph	-5.000	40.000	
23422	AWSASlalomMin	L4		44	40kph, 24mph	-5.000	40.000	
22627	Class	C	4.000	1	C - Competitive			
22628	Class	F	1.000	2	F - Grass Roots / Fun / Novice			
22628	Class	X	2.000	3	X - Experimental			
22629	Class	R	9.000	5	R - Record			
22630	Class	E	7.000	9	E - National Record			
22631	Class	L	8.000	10	L - Ranking List			
22632	ClassToEvent	C		1	C			
22633	ClassToEvent	G		2	F			
22634	ClassToEvent	F		3	F			
22635	ClassToEvent	N		4	F			
22636	ClassToEvent	R		5	R			
22637	ClassToEvent	U		6	F			NCWSA Novice
22638	ClassToEvent	E		9	E			
22639	ClassToEvent	L		10	L			
22640	ClassToEvent	A		11	L			
22641	ClassToEvent	B		12	L			
22642	ClassToEvent	I		13	F			
22643	ClassToEvent	X		14	X			
22644	ClassToEvent	P		15	R			
22645	ClassToEvent	Q		16	C			
22646	ClassToEvent	$		17	C			
22614	ClassTour	C	4.000	1	C - Competitive			
22615	ClassTour	G	1.000	2	G - Grass Roots			
22616	ClassTour	F	1.000	3	F - Fun			
22617	ClassTour	R	9.000	5	R - Record			
22618	ClassTour	E	7.000	9	E - National Record			
22619	ClassTour	L	8.000	10	L - Ranking List			
22620	ClassTour	A	9.000	11	A - National Championships			
22621	ClassTour	B	9.000	12	B - Regional Championships			
22622	ClassTour	I	3.000	13	I - Novice IWWF			
22623	ClassTour	X	5.000	14	X - Experimental			
22624	ClassTour	P	9.000	15	P - Cash Prize Record			
22625	ClassTour	Q	4.000	16	Q - Cash Prize Non-Record			
22626	ClassTour	$	6.000	17	Cash Prize			
22647	DriverRating	 		1	Unrated			
00000	DriverRating	T 		2	Trained			
22648	DriverRating	A		3	Assistant			
22649	DriverRating	R		4	Regular			
22650	DriverRating	S		5	Senior			
22651	DriverRating	E		6	Emeritus			
22652	EndOfTourReports	F1		1	WWParm.TNY			Tournament parameter file
22653	EndOfTourReports	F2		2	######-log.log			WSTIMS For Windows log file
22655	EndOfTourReports	F4		4	######BT.prn			Boat time report
22656	EndOfTourReports	F5		5	######*.sbk			Scorebook
22657	EndOfTourReports	F6		6	######*.wsp			Water Ski Performance file for ranking list
22658	EndOfTourReports	F8		7	######CJ.PRN			Chief Judge Report (PRN)
22659	EndOfTourReports	F9		8	######CJ.txt			Chief Judge Report data file
22661	EndOfTourReports	F11		9	######CS.htm			Condensed scorebook web report
22663	EndOfTourReports	F13		10	######JT.csv			Jump time data file
22664	EndOfTourReports	F14		11	######OD.txt			Official credit data file
22665	EndOfTourReports	F16		12	######SD.PRN			Safety Director Report (PRN)
22666	EndOfTourReports	F17		13	######SD.txt			Safety Director Report data file
22668	EndOfTourReports	F19		14	######ST.csv			Slalom time data file
22669	EndOfTourReports	F20		15	######TS.PRN			Tournament scores and information
22670	EndOfTourReports	F21		16	######TS.txt			Tournament data file
22671	EndOfTourReports	F23		17	######TU.PRN			Towboat Use Report (PRN)
22672	EndOfTourReports	F24		18	######TU.txt			Towboat use data file
22674	EndOfTourReports	F25		19	######HD.txt			IwwfHomologationDossier.txt
000000	EndOfTourReports	F26		20	.hom$			IwwfHomologationDossier.txt
22675	EventType	Chief		1	Chief			
22676	EventType	AsstChief		2	Assistant Chief			
22677	EventType	Slalom		3	Slalom			
22678	EventType	Trick		4	Trick			
22679	EventType	Jump		5	Jump			
22680	EventType	TechControl		6	TechController			
22681	EventType	SlalomFoot		7	Slalom Barefoot			
22682	EventType	TrickFoot		8	Trick Barefoot			
22683	EventType	JumpFoot		9	Jump Barefoot			
22684	Federation	 		0	Unknown			
22685	Federation	usa		1	USA			
22686	Federation	arg		2	Argentina			
22687	Federation	aus		3	Australia			
22688	Federation	aut		4	Austria			
22689	Federation	bel		5	Belgian			
22690	Federation	blr		6	Belarus			
22691	Federation	bra		7	Brazil			
22692	Federation	can		8	Canada			
22693	Federation	chl		9	Chili			
22694	Federation	col		10	Columbia			
22695	Federation	den		11	Denmark			
22696	Federation	fin		13	Finland			
22697	Federation	fra		14	France			
22698	Federation	ger		15	Germany			
22699	Federation	gbr		16	Great Britain			
22700	Federation	gre		17	Greece			
22700	Federation	ina		17	Indonesia			
22701	Federation	irl		19	Ireland			
22702	Federation	ita		20	Italy			
22703	Federation	jpn		21	Japan			
22704	Federation	kor		22	Korea			
22705	Federation	mex		23	Mexico			
22706	Federation	nam		24	Namibia			
22707	Federation	ned		25	Netherlands			
22708	Federation	nor		26	Norway			
22709	Federation	nzl		27	New Zealand			
22710	Federation	per		28	Peru			
22711	Federation	por		29	Portugal			
22712	Federation	rus		30	Russia			
22713	Federation	rsa		31	South Africa			
22714	Federation	esp		32	Spain			
22715	Federation	sui		33	Switzerland			
22716	Federation	swe		34	Sweden			
22717	Federation	ven		35	Venezuela			
22441	IwwfAgeGroup	JB		61	Intl Junior Boys	1.000	12.000	
22442	IwwfAgeGroup	JG		62	Intl Junior Girls	1.000	12.000	
22443	IwwfAgeGroup	IB		63	Intl Boys	1.000	16.000	
22444	IwwfAgeGroup	IG		64	Intl Girls	1.000	16.000	
22445	IwwfAgeGroup	IM		71	Intl Men	1.000	99.000	
22446	IwwfAgeGroup	IW		72	Intl Women	1.000	99.000	
22447	IwwfAgeGroup	JM		73	Intl Junior Men	1.000	20.000	
22448	IwwfAgeGroup	JW		74	Intl Junior Women	1.000	20.000	
22449	IwwfAgeGroup	S1		81	Intl Senior Men 1	35.000	44.000	
22450	IwwfAgeGroup	S2		82	Intl Senior Men 2	45.000	54.000	
22451	IwwfAgeGroup	S3		83	Intl Senior Men 3	55.000	64.000	
22451	IwwfAgeGroup	S4		83	Intl Senior Men 4	65.000	99.000	
22452	IwwfAgeGroup	L1		91	Intl Senior Women 1	35.000	44.000	
22453	IwwfAgeGroup	L2		92	Intl Senior Women 2	45.000	54.000	
22454	IwwfAgeGroup	L3		93	Intl Senior Women 3	55.000	64.000	
22454	IwwfAgeGroup	L4		93	Intl Senior Women 3	65.000	99.000	
22455	IwwfAgeGroup	OF		999	NonSkiing Official	16.000	100.000	
00000	AWWFAgeGroup	X1		101	Australia Boys Under 10	1.000	9.000	
00000	AWWFAgeGroup	Y1		102	Australia Girls Under 10	1.000	9.000	
00000	AWWFAgeGroup	X2		103	Australia Boys Under 14	1.000	13.000	
00000	AWWFAgeGroup	Y2		104	Australia Girls Under 14	1.000	13.000	
00000	AWWFAgeGroup	X3		105	Australia Boys Under 17	1.000	16.000	
00000	AWWFAgeGroup	Y3		106	Australia Girls Under 17	1.000	16.000	
00000	AWWFAgeGroup	X4		107	Australia Men Under 21	1.000	9.000	
00000	AWWFAgeGroup	Y4		108	Australia Women Under 21	1.000	9.000	
00000	AWWFAgeGroup	E1		121	Australia Men 21 & Over	21.000	99.000	
00000	AWWFAgeGroup	F1		122	Australia Women 21 & Over	21.000	99.000	
00000	AWWFAgeGroup	E3		123	Australia Men 35 & Over	35.000	99.000	
00000	AWWFAgeGroup	F3		124	Australia Women 35 & Over	35.000	99.000	
00000	AWWFAgeGroup	E4		125	Australia Men 45 & Over	45.000	99.000	
00000	AWWFAgeGroup	F4		126	Australia Women 45 & Over	45.000	99.000	
00000	AWWFAgeGroup	E5		127	Australia Men 55 & Over	55.000	99.000	
00000	AWWFAgeGroup	F5		128	Australia Women 55 & Over	55.000	99.000	
00000	AWWFAgeGroup	E6		129	Australia Men 65 & Over	65.000	99.000	
00000	AWWFAgeGroup	F6		130	Australia Women 65 & Over	65.000	99.000	
00000	AWWFAgeGroup	E7		131	Australia Men 70 & Over	70.000	99.000	
00000	AWWFAgeGroup	F7		132	Australia Women 70 & Over	70.000	99.000	
00000	AWWFAgeGroup	OF		999	NonSkiing Official	16.000	100.000	
00000	AWWFSlalomMax	X1		51	49kph, 30mph	30.000	49.000	
00000	AWWFSlalomMax	Y1		52	49kph, 30mph	30.000	49.000	
00000	AWWFSlalomMax	X2		53	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	Y2		54	52kph, 32mph	32.000	52.000	
00000	AWWFSlalomMax	X3		55	58kph, 36mph	36.000	58.000	
00000	AWWFSlalomMax	Y3		56	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	X4		57	58kph, 36mph	36.000	58.000	
00000	AWWFSlalomMax	Y4		58	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	E1		71	58kph, 36mph	36.000	58.000	
00000	AWWFSlalomMax	E3		73	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	E4		74	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	E5		75	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	E6		76	52kph, 32mph	32.000	52.000	
00000	AWWFSlalomMax	E7		77	49kph, 30mph	30.000	49.000	
00000	AWWFSlalomMax	F1		81	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	F3		82	55kph, 34mph	34.000	55.000	
00000	AWWFSlalomMax	F4		83	52kph, 32mph	32.000	52.000	
00000	AWWFSlalomMax	F5		84	52kph, 32mph	32.000	52.000	
00000	AWWFSlalomMax	F6		85	49kph, 30mph	30.000	49.000	
00000	AWWFSlalomMax	F7		86	49kph, 30mph	30.000	49.000	
00000	AWWFSlalomMin	X1		11	28kph, 17mph	-1.000	28.000	
00000	AWWFSlalomMin	Y1		12	28kph, 17mph	-1.000	28.000	
00000	AWWFSlalomMin	X2		13	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	Y2		14	34kph, 21mph	-3.000	34.000	
00000	AWWFSlalomMin	X3		15	46kph, 28mph	-7.000	46.000	
00000	AWWFSlalomMin	Y3		16	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	X4		17	46kph, 28mph	-7.000	46.000	
00000	AWWFSlalomMin	Y4		18	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	E1		31	46kph, 28mph	-7.000	46.000	
00000	AWWFSlalomMin	E3		32	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	E4		33	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	E5		34	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	E6		35	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	E7		36	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	F1		41	43kph, 26mph	-6.000	43.000	
00000	AWWFSlalomMin	F3		42	40kph, 24mph	-5.000	40.000	
00000	AWWFSlalomMin	F4		43	40kph, 24mph	-5.000	40.000	
00000	AWWFSlalomMin	F5		44	37kph, 22mph	-4.000	37.000	
00000	AWWFSlalomMin	F6		45	37kph, 22mph	-4.000	37.000	
00000	AWWFSlalomMin	F7		46	37kph, 22mph	-4.000	37.000	
00000	AWWFJumpMax	X2		53	48kph, 30.0mph	30.000	48.000	
00000	AWWFJumpMax	Y2		54	48kph, 30.0mph	30.000	48.000	
00000	AWWFJumpMax	X3		55	51kph, 31.7mph	31.700	51.000	
00000	AWWFJumpMax	Y3		56	51kph, 31.7mph	31.700	51.000	
00000	AWWFJumpMax	X4		57	57kph, 35.4mph	35.400	57.000	
00000	AWWFJumpMax	Y4		58	54kph, 33.6mph	33.600	54.000	
00000	AWWFJumpMax	E1		71	57kph, 35.4mph	35.400	57.000	
00000	AWWFJumpMax	E3		72	57kph, 35.4mph	35.400	57.000	
00000	AWWFJumpMax	E4		73	54kph, 33.6mph	33.600	54.000	
00000	AWWFJumpMax	E5		74	51kph, 31.7mph	31.700	51.000	
00000	AWWFJumpMax	F1		81	51kph, 31.7mph	31.700	51.000	
00000	AWWFJumpMax	F3		82	51kph, 31.7mph	31.700	51.000	
00000	AWWFJumpMax	F4		83	51kph, 31.7mph	31.700	51.000	
00000	AWWFJumpMax	F5		84	48kph, 29.8mph	29.800	48.000	
00000	AWWFRampMax	X2		51	5 Foot	0.235	5.000	
00000	AWWFRampMax	Y2		52	5 Foot	0.235	5.000	
00000	AWWFRampMax	X3		53	5.5 Foot	0.255	5.500	
00000	AWWFRampMax	Y3		54	5 Foot	0.235	5.000	
00000	AWWFRampMax	X4		55	6 Foot	0.271	6.000	
00000	AWWFRampMax	Y4		56	5.5 Foot	0.255	5.500	
00000	AWWFRampMax	E1		71	5.5 Foot	0.255	5.500	
00000	AWWFRampMax	E3		72	5.5 Foot	0.255	5.500	
00000	AWWFRampMax	E4		73	5 Foot	0.235	5.000	
00000	AWWFRampMax	E5		74	5 Foot	0.235	5.000	
00000	AWWFRampMax	F1		81	5 Foot	0.235	5.000	
00000	AWWFRampMax	F3		82	5 Foot	0.235	5.000	
00000	AWWFRampMax	F4		83	5 Foot	0.235	5.000	
00000	AWWFRampMax	F5		84	5 Foot	0.235	5.000	
22506	IwwfJump3TimesDiv	OM	1.000	1	60.0 meters	60.000	60.000	Open Men 60 meters or greater
22507	IwwfJump3TimesDiv	OW	2.000	2	45.0 meters	45.000	45.000	Open Women 45 meters or greater
22508	IwwfJump3TimesDiv	IM	1.000	3	60.0 meters	60.000	60.000	Open Men 60 meters or greater
22509	IwwfJump3TimesDiv	IW	2.000	4	45.0 meters	45.000	45.000	Open Women 45 meters or greater
22510	IwwfJump3TimesDiv	JM	3.000	5	38.0 meters	38.000	38.000	Junior Men 38 meters or greater
22511	IwwfJump3TimesDiv	JW	4.000	6	38.0 meters	38.000	38.000	Junior Wowen 38 meters or greater
22492	IwwfJumpMax	JB		51	45kph, 28.0mph	28.000	45.000	
22493	IwwfJumpMax	JG		52	45kph, 28.0mph	28.000	45.000	
22494	IwwfJumpMax	IB		53	51kph, 31.7mph	31.700	51.000	
22495	IwwfJumpMax	IG		54	51kph, 31.7mph	31.700	51.000	
22496	IwwfJumpMax	IM		61	57kph, 35.4mph	35.400	57.000	
22497	IwwfJumpMax	IW		62	54kph, 33.6mph	33.600	54.000	
22498	IwwfJumpMax	JM		63	57kph, 35.4mph	35.400	57.000	
22499	IwwfJumpMax	JW		64	54kph, 33.6mph	33.600	54.000	
22500	IwwfJumpMax	S1		71	57kph, 35.4mph	35.400	57.000	
22501	IwwfJumpMax	S2		72	54kph, 33.6mph	33.600	54.000	
22502	IwwfJumpMax	S3		73	51kph, 31.7mph	31.700	51.000	
22502	IwwfJumpMax	S4		74	51kph, 31.7mph	31.700	51.000	
22503	IwwfJumpMax	L1		81	51kph, 31.7mph	31.700	51.000	
22504	IwwfJumpMax	L2		82	51kph, 31.7mph	31.700	51.000	
22505	IwwfJumpMax	L3		83	48kph, 29.8mph	29.800	48.000	
22505	IwwfJumpMax	L4		84	48kph, 29.8mph	29.800	48.000	
23427	IwwfOverallAdj	JB-S		11	-00	0.000	0.000	Overall Adjustment for Slalom
23441	IwwfOverallAdj	JB-T		12	-00	0.000	0.000	Overall Adjustment for Trick
23455	IwwfOverallAdj	JB-J		13	-10	-10.000	-10.000	Overall Adjustment for Jump
23428	IwwfOverallAdj	JG-S		21	-00	0.000	0.000	Overall Adjustment for Slalom
23442	IwwfOverallAdj	JG-T		22	-00	0.000	0.000	Overall Adjustment for Trick
23456	IwwfOverallAdj	JG-J		23	-7	-7.000	-7.000	Overall Adjustment for Jump
23429	IwwfOverallAdj	IB-S		31	-18	-18.000	-18.000	Overall Adjustment for Slalom
23443	IwwfOverallAdj	IB-T		32	-00	0.000	0.000	Overall Adjustment for Trick
23457	IwwfOverallAdj	IB-J		33	-20	-20.000	-20.000	Overall Adjustment for Jump
23430	IwwfOverallAdj	IG-S		41	-18	-18.000	-18.000	Overall Adjustment for Slalom
23444	IwwfOverallAdj	IG-T		42	-00	0.000	0.000	Overall Adjustment for Trick
23458	IwwfOverallAdj	IG-J		43	-13	-13.000	-13.000	Overall Adjustment for Jump
23431	IwwfOverallAdj	IM-S		51	-24	-24.000	-24.000	Overall Adjustment for Slalom
23445	IwwfOverallAdj	IM-T		52	-00	0.000	0.000	Overall Adjustment for Trick
23459	IwwfOverallAdj	IM-J		53	-25	-25.000	-25.000	Overall Adjustment for Jump
23432	IwwfOverallAdj	IW-S		61	-24	-24.000	-24.000	Overall Adjustment for Slalom
23446	IwwfOverallAdj	IW-T		62	-00	0.000	0.000	Overall Adjustment for Trick
