Table:	NopsData										
SkiYear	Event	AgeGroup	SortSeq	Base	Adj	RatingMedian	RatingRec	RatingOpen	OverallBase	OverallExp	EventsReqd
14	Trick	CM	2	15000	0	800	11070	0	0	0.418	3	
14	Jump	CM	3	1500	31.35	87	209	0	0	0.946	3	
14	Slalom	CW	1	1500	0	57	109	0	8	1.66	3	
14	Trick	CW	2	15000	0	700	8930	0	0	0.431	3	
14	Jump	CW	3	1500	23.25	46	155	0	0	0.626	3	
14	Slalom	BM	1	1500	0	73	121	0	8	2.16	3	
14	Trick	BM	2	15000	0	800	11070	0	0	0.418	3	
14	Jump	BM	3	1500	31.35	87	209	0	0	0.946	3	
14	Slalom	BW	1	1500	0	57	109	0	8	1.66	3	
14	Trick	BW	2	15000	0	700	8930	0	0	0.431	3	
14	Jump	BW	3	1500	23.25	46	155	0	0	0.626	3	
14	Slalom	IM	1	1500	0	0	74	0	0	0	3	
14	Trick	IM	2	15000	0	0	12070	0	0	0	3	
14	Jump	IM	3	1500	37.05	0	247	0	0	0	3	
14	Slalom	IW	1	1500	0	0	0	67.5	0	0	0	
14	Trick	IW	2	15000	0	0	0	8990	0	0	0	
14	Jump	IW	3	1500	26.4	0	0	176	0	0	0	
14	Slalom	JM	1	1500	0	0	74	0	0	0	3	
14	Trick	JM	2	15000	0	0	12070	0	0	0	3	
14	Jump	JM	3	1500	37.05	0	247	0	0	0	3	
14	Slalom	JW	1	1500	0	0	0	67.5	0	0	0	
14	Trick	JW	2	15000	0	0	0	8990	0	0	0	
14	Jump	JW	3	1500	26.4	0	0	176	0	0	0	
14	Slalom	IB	1	1500	0	0	67.5	0	0	0	3	
14	Trick	IB	2	15000	0	0	10430	0	0	0	3	
14	Jump	IB	3	1500	28.65	0	191	0	0	0	3	
14	Slalom	IG	1	1500	0	0	58	0	0	0	3	
14	Trick	IG	2	15000	0	0	8410	0	0	0	3	
14	Jump	IG	3	1500	23.1	0	154	0	0	0	3	
14	Slalom	JB	1	1500	0	0	68	0	0	0	3	
14	Trick	JB	2	15000	0	0	7870	0	0	0	3	
14	Jump	JB	3	1500	19.65	0	131	0	0	0	3	
14	Slalom	JG	1	1500	0	0	57	0	0	0	3	
14	Trick	JG	2	15000	0	0	6970	0	0	0	3	
14	Jump	JG	3	1500	18	0	120	0	0	0	3	
14	Slalom	S1	1	1500	0	0	69.25	0	0	0	3	
14	Trick	S1	2	15000	0	0	12070	0	0	0	3	
14	Jump	S1	3	1500	31.35	0	209	0	0	0	3	
14	Slalom	S2	1	1500	0	0	69	0	0	0	3	
14	Trick	S2	2	15000	0	0	6110	0	0	0	3	
14	Jump	S2	3	1500	26.85	0	179	0	0	0	3	
14	Slalom	S3	1	1500	0	0	68	0	0	0	3	
14	Trick	S3	2	15000	0	0	5490	0	0	0	3	
14	Jump	S3	3	1500	22.8	0	152	0	0	0	3	
14	Slalom	S4	1	1500	0	0	68	0	0	0	3	
14	Trick	S4	2	15000	0	0	5490	0	0	0	3	
14	Jump	S4	3	1500	23.25	0	152	0	0	0	3	
14	Slalom	L1	1	1500	0	0	61	0	0	0	3	
14	Trick	L1	2	15000	0	0	6450	0	0	0	3	
14	Jump	L1	3	1500	18.3	0	155	0	0	0	3	
14	Slalom	L2	1	1500	0	0	58.5	0	0	0	3	
14	Trick	L2	2	15000	0	0	5600	0	0	0	3	
14	Jump	L2	3	1500	16.05	0	122	0	0	0	3	
14	Slalom	L3	1	1500	0	0	56	0	0	0	3	
14	Trick	L3	2	15000	0	0	5060	0	0	0	3	
14	Jump	L3	3	1500	16.05	0	107	0	0	0	3	
14	Slalom	L4	1	1500	0	0	56	0	0	0	3	
14	Trick	L4	2	15000	0	0	5060	0	0	0	3	
14	Jump	L4	3	1500	16.05	0	107	0	0	0	3	
13	Slalom	B1	1	1500	0	26.5	81	0	24	1.031	2
13	Trick	B1	2	15000	0	480	4090	0	0	0.513	2
13	Jump	B1	3	1500	0	999	999	0	0	0.000	2
13	Slalom	B2	1	1500	0	57.5	104	0	8	1.814	3
13	Trick	B2	2	15000	0	870	7870	0	0	0.499	3
13	Jump	B2	3	1500	21.45	46	143	0	0	0.687	3
13	Slalom	B3	1	1500	0	83	115.5	0	8	3.314	3
13	Trick	B3	2	15000	0	1340	10430	0	0	0.535	3
13	Jump	B3	3	1500	28.65	92	191	0	0	1.167	3
13	Slalom	M1	1	1500	0	77.5	121	0	8	2.456	3
13	Trick	M1	2	15000	0	900	11070	0	0	0.438	3
13	Jump	M1	3	1500	31.35	79	209	0	0	0.835	3
13	Slalom	M2	1	1500	0	83	122	0	8	2.848	3
13	Trick	M2	2	15000	0	1220	12090	0	0	0.479	3
13	Jump	M2	3	1500	32.4	97	216	0	0	1.052	3
13	Slalom	M3	1	1500	0	88	112.25	0	8	4.505	3
13	Trick	M3	2	15000	0	1300	12070	0	0	0.493	3
13	Jump	M3	3	1500	29.7	96	198	0	0	1.179	3
13	Slalom	M4	1	1500	0	89	112	0	8	4.771	3
13	Trick	M4	2	15000	0	1200	10420	0	0	0.508	3
13	Jump	M4	3	1500	26.85	93	179	0	0	1.319	3
13	Slalom	M5	1	1500	0	86.5	110	0	8	4.556	3
13	Trick	M5	2	15000	0	1300	5490	0	0	0.763	3
13	Jump	M5	3	1500	23.4	78	156	0	0	1.238	3
13	Slalom	M6	1	1500	0	82	104.5	0	8	4.500	3
13	Trick	M6	2	15000	0	1250	3940	0	0	0.957	3
13	Jump	M6	3	1500	19.35	63	129	0	0	1.193	3
13	Slalom	M7	1	1500	0	78	95	0	8	5.506	3
13	Trick	M7	2	15000	0	1200	3750	0	0	0.964	3
13	Jump	M7	3	1500	16.8	52	112	0	0	1.104	3
13	Slalom	M8	1	1500	0	70	88.25	0	8	4.652	2
13	Trick	M8	2	15000	0	1100	2450	0	0	1.372	2
13	Jump	M8	3	1500	14.1	42	94	0	0	1.044	2
13	Slalom	M9	1	1500	0	56	81.5	0	8	2.832	2
13	Trick	M9	2	15000	0	750	1740	0	0	1.305	2
13	Jump	M9	3	1500	10.8	36	72	0	0	1.238	2
13	Slalom	MA	1	1500	0	37	73.5	0	8	1.500	2
13	Trick	MA	2	15000	0	500	1600	0	0	0.945	2
13	Jump	MA	3	1500	7.05	30	47	0	0	1.982	2
13	Slalom	MB	1	1500	0	30	40	0	8	3.351	2
13	Trick	MB	2	15000	0	250	600	0	0	1.255	2
13	Jump	MB	3	1500	5.1	24	34	0	0	2.587	2
13	Slalom	G1	1	1500	0	20.5	80	0	40	0.968	2
13	Trick	G1	2	15000	0	350	5340	0	0	0.403	2
13	Jump	G1	3	1500	149.85	999	999	0	0	0.000	2
13	Slalom	G2	1	1500	0	52	93	0	8	1.831	3
13	Trick	G2	2	15000	0	860	6790	0	0	0.532	3
13	Jump	G2	3	1500	18	39	120	0	0	0.695	3
13	Slalom	G3	1	1500	0	74.5	100	0	8	3.688	3
13	Trick	G3	2	15000	0	1350	8990	0	0	0.579	3
13	Jump	G3	3	1500	23.1	63	154	0	0	0.925	3
13	Slalom	W1	1	1500	0	56	109	0	8	1.615	3
13	Trick	W1	2	15000	0	660	8930	0	0	0.422	3
13	Jump	W1	3	1500	23.25	55	155	0	0	0.772	3
13	Slalom	W2	1	1500	0	67	110	0	8	2.187	3
13	Trick	W2	2	15000	0	1150	8990	0	0	0.534	3
13	Jump	W2	3	1500	23.7	59	158	0	0	0.822	3
13	Slalom	W3	1	1500	0	73	105	0	8	2.989	3
13	Trick	W3	2	15000	0	1300	6450	0	0	0.686	3
13	Jump	W3	3	1500	23.25	55	155	0	0	0.772	3
13	Slalom	W4	1	1500	0	70	100.5	0	8	2.995	3
13	Trick	W4	2	15000	0	1300	5600	0	0	0.752	3
13	Jump	W4	3	1500	18.3	50	122	0	0	0.927	3
13	Slalom	W5	1	1500	0	67	92	0	8	3.398	3
13	Trick	W5	2	15000	0	1200	5060	0	0	0.763	3
13	Jump	W5	3	1500	16.05	48	107	0	0	1.050	3
13	Slalom	W6	1	1500	0	63	88	0	8	3.209	3
13	Trick	W6	2	15000	0	1100	3780	0	0	0.890	3
13	Jump	W6	3	1500	12.6	45	84	0	0	1.390	3
13	Slalom	W7	1	1500	0	59	80	0	8	3.496	3
13	Trick	W7	2	15000	0	900	3330	0	0	0.840	3
13	Jump	W7	3	1500	10.35	40	69	0	0	1.611	3
13	Slalom	W8	1	1500	0	55	75.5	0	8	3.339	2
13	Trick	W8	2	15000	0	700	2270	0	0	0.934	2
13	Jump	W8	3	1500	8.55	35	57	0	0	1.815	2
13	Slalom	W9	1	1500	0	45	65.5	0	8	2.763	2
13	Trick	W9	2	15000	0	500	1670	0	0	0.911	2
13	Jump	W9	3	1500	6.75	28	45	0	0	1.869	2
13	Slalom	WA	1	1500	0	35	56	0	8	2.142	2
13	Trick	WA	2	15000	0	300	1220	0	0	0.783	2
13	Jump	WA	3	1500	4.8	22	32	0	0	2.397	2
13	Slalom	WB	1	1500	0	25	40	0	8	2.005	2
13	Trick	WB	2	15000	0	200	600	0	0	1.000	2
13	Jump	WB	3	1500	4.8	22	32	0	0	2.397	2
13	Slalom	OM	1	1500	0	82.5	122	0	8	2.803	3
13	Trick	OM	2	15000	0	980	12090	0	0	0.437	3
13	Jump	OM	3	1500	37.05	101	247	0	0	0.924	3
13	Slalom	OW	1	1500	0	61	110	0	8	1.832	3
13	Trick	OW	2	15000	0	830	8990	0	0	0.461	3
13	Jump	OW	3	1500	26.4	66	176	0	0	0.827	3
13	Slalom	MM	1	1500	0	89	112.25	0	8	4.726	3
13	Trick	MM	2	15000	0	1250	11570	0	0	0.494	3
13	Jump	MM	3	1500	32.25	117	215	0	0	1.430	3
13	Slalom	NM	1	1500	0	77.5	121	0	8	2.456	3
13	Trick	NM	2	15000	0	900	11070	0	0	0.438	3
13	Jump	NM	3	1500	31.35	79	209	0	0	0.835	3
13	Slalom	NW	1	1500	0	56	109	0	8	1.615	3
13	Trick	NW	2	15000	0	660	8930	0	0	0.422	3
13	Jump	NW	3	1500	23.25	55	155	0	0	0.772	3
13	Slalom	CM	1	1500	0	77.5	121	0	8	2.456	3
13	Trick	CM	2	15000	0	900	11070	0	0	0.438	3
13	Jump	CM	3	1500	31.35	79	209	0	0	0.835	3
13	Slalom	CW	1	1500	0	56	109	0	8	1.615	3
13	Trick	CW	2	15000	0	660	8930	0	0	0.422	3
13	Jump	CW	3	1500	23.25	55	155	0	0	0.772	3
13	Slalom	BM	1	1500	0	77.5	121	0	8	2.456	3
13	Trick	BM	2	15000	0	900	11070	0	0	0.438	3
13	Jump	BM	3	1500	31.35	79	209	0	0	0.835	3
13	Slalom	BW	1	1500	0	56	109	0	8	1.615	3
13	Trick	BW	2	15000	0	660	8930	0	0	0.422	3
13	Jump	BW	3	1500	23.25	55	155	0	0	0.772	3
13	Slalom	IM	1	1500	0	0	74	0	0	0	3
13	Trick	IM	2	15000	0	0	12070	0	0	0	3
13	Jump	IM	3	1500	37.05	0	247	0	0	0	3
13	Slalom	IW	1	1500	0	0	67.5	0	0	0	3
13	Trick	IW	2	15000	0	0	8990	0	0	0	3
13	Jump	IW	3	1500	26.4	0	176	0	0	0	3
13	Slalom	JM	1	1500	0	0	74	0	0	0	3
13	Trick	JM	2	15000	0	0	12070	0	0	0	3
13	Jump	JM	3	1500	37.05	0	247	0	0	0	3
13	Slalom	JW	1	1500	0	0	67.5	0	0	0	3
13	Trick	JW	2	15000	0	0	8990	0	0	0	3
13	Jump	JW	3	1500	26.4	0	176	0	0	0	3
13	Slalom	IB	1	1500	0	0	67.5	0	0	0	3
13	Trick	IB	2	15000	0	0	10430	0	0	0	3
13	Jump	IB	3	1500	28.65	0	191	0	0	0	3
13	Slalom	IG	1	1500	0	0	58	0	0	0	3
13	Trick	IG	2	15000	0	0	8410	0	0	0	3
13	Jump	IG	3	1500	23.1	0	154	0	0	0	3
13	Slalom	JB	1	1500	0	0	68	0	0	0	3
13	Trick	JB	2	15000	0	0	7870	0	0	0	3
13	Jump	JB	3	1500	19.65	0	131	0	0	0	3
13	Slalom	JG	1	1500	0	0	57	0	0	0	3
13	Trick	JG	2	15000	0	0	6970	0	0	0	3
13	Jump	JG	3	1500	18	0	120	0	0	0	3
13	Slalom	S1	1	1500	0	0	69.25	0	0	0	3
13	Trick	S1	2	15000	0	0	12070	0	0	0	3
13	Jump	S1	3	1500	31.35	0	209	0	0	0	3
13	Slalom	S2	1	1500	0	0	69	0	0	0	3
13	Trick	S2	2	15000	0	0	6110	0	0	0	3
13	Jump	S2	3	1500	26.85	0	179	0	0	0	3
13	Slalom	S3	1	1500	0	0	68	0	0	0	3
13	Trick	S3	2	15000	0	0	5490	0	0	0	3
13	Jump	S3	3	1500	22.8	0	152	0	0	0	3
13	Slalom	L1	1	1500	0	0	61	0	0	0	3
13	Trick	L1	2	15000	0	0	6450	0	0	0	3
13	Jump	L1	3	1500	23.25	0	155	0	0	0	3
13	Slalom	L2	1	1500	0	0	58.5	0	0	0	3
13	Trick	L2	2	15000	0	0	5600	0	0	0	3
13	Jump	L2	3	1500	18.3	0	122	0	0	0	3
13	Slalom	L3	1	1500	0	0	56	0	0	0	3
13	Trick	L3	2	15000	0	0	5060	0	0	0	3
13	Jump	L3	3	1500	16.05	0	107	0	0	0	3
12	Slalom	B1	1	1500	0	22.5	81	0	24	0.883	2
12	Trick	B1	2	15000	0	450	4090	0	0	0.498	2
12	Jump	B1	3	1500	0	999	999	0	0	0	2
12	Slalom	B2	1	1500	0	58.5	104	0	8	1.87	3
12	Trick	B2	2	15000	0	700	7870	0	0	0.454	3
12	Jump	B2	3	1500	19.65	50	131	0	0	0.845	3
12	Slalom	B3	1	1500	0	82	115.5	0	8	3.196	3
12	Trick	B3	2	15000	0	1300	10430	0	0	0.528	3
12	Jump	B3	3	1500	28.65	86	191	0	0	1.056	3
12	Slalom	M1	1	1500	0	83.5	119	0	8	3.095	3
12	Trick	M1	2	15000	0	800	11070	0	0	0.418	3
12	Jump	M1	3	1500	31.35	88	209	0	0	0.961	3
12	Slalom	M2	1	1500	0	85	122	0	8	3.038	3
12	Trick	M2	2	15000	0	1050	11900	0	0	0.453	3
12	Jump	M2	3	1500	32.4	100	216	0	0	1.1	3
12	Slalom	M3	1	1500	0	88.5	111.25	0	8	4.792	3
12	Trick	M3	2	15000	0	1150	12070	0	0	0.467	3
12	Jump	M3	3	1500	29.7	105	198	0	0	1.366	3
12	Slalom	M4	1	1500	0	88.5	111	0	8	4.839	3
12	Trick	M4	2	15000	0	1400	10420	0	0	0.547	3
12	Jump	M4	3	1500	26.85	89	179	0	0	1.227	3
12	Slalom	M5	1	1500	0	86.5	110	0	8	4.556	3
12	Trick	M5	2	15000	0	1300	5490	0	0	0.763	3
12	Jump	M5	3	1500	22.8	73	152	0	0	1.162	3
12	Slalom	M6	1	1500	0	80.5	104.5	0	8	4.179	3
12	Trick	M6	2	15000	0	1300	3940	0	0	0.991	3
12	Jump	M6	3	1500	17.25	63	115	0	0	1.447	3
12	Slalom	M7	1	1500	0	80	95	0	8	6.323	3
12	Trick	M7	2	15000	0	1100	3750	0	0	0.896	3
12	Jump	M7	3	1500	16.8	52	112	0	0	1.104	3
12	Slalom	M8	1	1500	0	70	88.25	0	8	4.652	2
12	Trick	M8	2	15000	0	900	2450	0	0	1.097	2
12	Jump	M8	3	1500	14.1	42	94	0	0	1.044	2
12	Slalom	M9	1	1500	0	50	81.5	0	8	2.161	2
12	Trick	M9	2	15000	0	700	1740	0	0	1.207	2
12	Jump	M9	3	1500	10.8	36	72	0	0	1.238	2
12	Slalom	MA	1	1500	0	40	73.5	0	8	1.702	2
12	Trick	MA	2	15000	0	500	1600	0	0	0.945	2
12	Jump	MA	3	1500	7.05	32	47	0	0	2.334	2
12	Slalom	MB	1	1500	0	30	40	0	8	3.351	2
12	Trick	MB	2	15000	0	250	600	0	0	1.255	2
12	Jump	MB	3	1500	5.1	28	34	0	0	4.721	2
12	Slalom	G1	1	1500	0	18	79.25	0	40	0.872	2
12	Trick	G1	2	15000	0	350	4610	0	0	0.426	2
12	Jump	G1	3	1500	149.85	999	999	0	0	0	2
12	Slalom	G2	1	1500	0	52	93	0	8	1.831	3
12	Trick	G2	2	15000	0	650	6790	0	0	0.468	3
12	Jump	G2	3	1500	18	39	120	0	0	0.695	3
12	Slalom	G3	1	1500	0	75.5	100	0	8	3.865	3
12	Trick	G3	2	15000	0	1250	8410	0	0	0.576	3
12	Jump	G3	3	1500	23.1	63	154	0	0	0.925	3
12	Slalom	W1	1	1500	0	59	109	0	8	1.756	3
12	Trick	W1	2	15000	0	800	8930	0	0	0.455	3
12	Jump	W1	3	1500	23.25	55	155	0	0	0.772	3
12	Slalom	W2	1	1500	0	66.5	109.5	0	8	2.174	3
12	Trick	W2	2	15000	0	1500	8990	0	0	0.614	3
12	Jump	W2	3	1500	23.7	59	158	0	0	0.822	3
12	Slalom	W3	1	1500	0	69.5	105	0	8	2.628	3
12	Trick	W3	2	15000	0	1100	6450	0	0	0.621	3
12	Jump	W3	3	1500	23.25	55	155	0	0	0.772	3
12	Slalom	W4	1	1500	0	70	100.5	0	8	2.995	3
12	Trick	W4	2	15000	0	1200	5600	0	0	0.713	3
12	Jump	W4	3	1500	18.3	50	122	0	0	0.927	3
12	Slalom	W5	1	1500	0	69	92	0	8	3.75	3
12	Trick	W5	2	15000	0	1300	5060	0	0	0.808	3
12	Jump	W5	3	1500	16.05	48	107	0	0	1.05	3
12	Slalom	W6	1	1500	0	60	82.5	0	8	3.351	3
12	Trick	W6	2	15000	0	1100	3780	0	0	0.89	3
12	Jump	W6	3	1500	12.6	45	84	0	0	1.39	3
12	Slalom	W7	1	1500	0	56	80	0	8	2.977	3
12	Trick	W7	2	15000	0	900	3330	0	0	0.84	3
12	Jump	W7	3	1500	10.35	40	69	0	0	1.611	3
12	Slalom	W8	1	1500	0	52	75.5	0	8	2.828	2
12	Trick	W8	2	15000	0	700	2270	0	0	0.934	2
12	Jump	W8	3	1500	8.55	36	57	0	0	1.934	2
12	Slalom	W9	1	1500	0	45	62	0	8	3.226	2
12	Trick	W9	2	15000	0	500	1670	0	0	0.911	2
12	Jump	W9	3	1500	6.75	32	45	0	0	2.645	2
12	Slalom	WA	1	1500	0	35	56	0	8	2.142	2
12	Trick	WA	2	15000	0	300	1220	0	0	0.783	2
12	Jump	WA	3	1500	4.8	29	32	0	0	9.401	2
12	Slalom	WB	1	1500	0	25	40	0	8	2.005	2
12	Trick	WB	2	15000	0	200	600	0	0	1	2
12	Jump	WB	3	1500	4.8	27	32	0	0	5.409	2
12	Slalom	OM	1	1500	0	85.5	122	0	8	3.089	3
12	Trick	OM	2	15000	0	1100	12070	0	0	0.459	3
12	Jump	OM	3	1500	37.05	105	247	0	0	0.974	3
12	Slalom	OW	1	1500	0	65	109.5	0	8	2.076	3
12	Trick	OW	2	15000	0	850	8990	0	0	0.466	3
12	Jump	OW	3	1500	26.4	65	176	0	0	0.811	3
12	Slalom	MM	1	1500	0	88.5	111.5	0	8	4.746	3
12	Trick	MM	2	15000	0	1350	11570	0	0	0.511	3
12	Jump	MM	3	1500	31.35	120	209	0	0	1.58	3
12	Slalom	NM	1	1500	0	0	119	0	8	3.095	3
12	Trick	NM	2	15000	0	0	11070	0	0	0.418	3
12	Jump	NM	3	1500	31.35	0	209	0	0	0.961	3
12	Slalom	NW	1	1500	0	0	109	0	8	1.756	3
12	Trick	NW	2	15000	0	0	8930	0	0	0.455	3
12	Jump	NW	3	1500	23.25	0	155	0	0	0.772	3
12	Slalom	CM	1	1500	0	0	119	0	8	3.095	3
12	Trick	CM	2	15000	0	0	11070	0	0	0.418	3
12	Jump	CM	3	1500	31.35	0	209	0	0	0.961	3
12	Slalom	CW	1	1500	0	0	109	0	8	1.756	3
12	Trick	CW	2	15000	0	0	8930	0	0	0.455	3
12	Jump	CW	3	1500	23.25	0	155	0	0	0.772	3
12	Slalom	BM	1	1500	0	0	119	0	8	3.095	3
12	Trick	BM	2	15000	0	0	11070	0	0	0.418	3
12	Jump	BM	3	1500	31.35	0	209	0	0	0.961	3
12	Slalom	BW	1	1500	0	0	109	0	8	1.756	3
12	Trick	BW	2	15000	0	0	8930	0	0	0.455	3
12	Jump	BW	3	1500	23.25	0	155	0	0	0.772	3
12	Slalom	IM	1	1500	0	0	74	0	0	0	3
12	Trick	IM	2	15000	0	0	12070	0	0	0	3
12	Jump	IM	3	1500	37.05	0	247	0	0	0	3
12	Slalom	IW	1	1500	0	0	67.5	0	0	0	3
12	Trick	IW	2	15000	0	0	8990	0	0	0	3
12	Jump	IW	3	1500	26.4	0	176	0	0	0	3
12	Slalom	JM	1	1500	0	0	74	0	0	0	3
12	Trick	JM	2	15000	0	0	12070	0	0	0	3
12	Jump	JM	3	1500	37.05	0	247	0	0	0	3
12	Slalom	JW	1	1500	0	0	67.5	0	0	0	3
12	Trick	JW	2	15000	0	0	8990	0	0	0	3
12	Jump	JW	3	1500	26.4	0	176	0	0	0	3
12	Slalom	IB	1	1500	0	0	67.5	0	0	0	3
12	Trick	IB	2	15000	0	0	10430	0	0	0	3
12	Jump	IB	3	1500	28.65	0	191	0	0	0	3
12	Slalom	IG	1	1500	0	0	58	0	0	0	3
12	Trick	IG	2	15000	0	0	8410	0	0	0	3
12	Jump	IG	3	1500	23.1	0	154	0	0	0	3
12	Slalom	JB	1	1500	0	0	68	0	0	0	3
12	Trick	JB	2	15000	0	0	7870	0	0	0	3
12	Jump	JB	3	1500	19.65	0	131	0	0	0	3
12	Slalom	JG	1	1500	0	0	57	0	0	0	3
12	Trick	JG	2	15000	0	0	6970	0	0	0	3
12	Jump	JG	3	1500	18	0	120	0	0	0	3
12	Slalom	S1	1	1500	0	0	69.25	0	0	0	3
12	Trick	S1	2	15000	0	0	12070	0	0	0	3
12	Jump	S1	3	1500	31.35	0	209	0	0	0	3
12	Slalom	S2	1	1500	0	0	69	0	0	0	3
12	Trick	S2	2	15000	0	0	6110	0	0	0	3
12	Jump	S2	3	1500	26.85	0	179	0	0	0	3
12	Slalom	S3	1	1500	0	0	68	0	0	0	3
12	Trick	S3	2	15000	0	0	5490	0	0	0	3
12	Jump	S3	3	1500	22.8	0	152	0	0	0	3
12	Slalom	L1	1	1500	0	0	61	0	0	0	3
12	Trick	L1	2	15000	0	0	6450	0	0	0	3
12	Jump	L1	3	1500	23.25	0	155	0	0	0	3
12	Slalom	L2	1	1500	0	0	58.5	0	0	0	3
12	Trick	L2	2	15000	0	0	5600	0	0	0	3
12	Jump	L2	3	1500	18.3	0	122	0	0	0	3
12	Slalom	L3	1	1500	0	0	56	0	0	0	3
12	Trick	L3	2	15000	0	0	5060	0	0	0	3
12	Jump	L3	3	1500	16.05	0	107	0	0	0	3
11	Slalom	B1	1	1500	0	23.5	81	0	24	0.919	2
11	Trick	B1	2	15000	0	250	4090	0	0	0.393	2
11	Jump	B1	3	1500	0	999	999	0	0	0	2
11	Slalom	B2	1	1500	0	56.5	104	0	8	1.76	3
11	Trick	B2	2	15000	0	600	7870	0	0	0.427	3
11	Jump	B2	3	1500	19.65	53	131	0	0	0.911	3
11	Slalom	B3	1	1500	0	82	115.5	0	8	3.196	3
11	Trick	B3	2	15000	0	1100	10430	0	0	0.488	3
11	Jump	B3	3	1500	28.65	79	191	0	0	0.938	3
11	Slalom	M1	1	1500	0	82.5	119	0	8	2.992	3
11	Trick	M1	2	15000	0	950	11070	0	0	0.447	3
11	Jump	M1	3	1500	30.9	96	206	0	0	1.11	3
11	Slalom	M2	1	1500	0	83	121.5	0	8	2.878	3
11	Trick	M2	2	15000	0	1100	11900	0	0	0.461	3
11	Jump	M2	3	1500	32.4	102	216	0	0	1.133	3
11	Slalom	M3	1	1500	0	88	111.25	0	8	4.675	3
11	Trick	M3	2	15000	0	1150	12070	0	0	0.467	3
11	Jump	M3	3	1500	26.4	103	176	0	0	1.641	3
11	Slalom	M4	1	1500	0	88	111	0	8	4.72	3
11	Trick	M4	2	15000	0	1200	10420	0	0	0.508	3
11	Jump	M4	3	1500	25.35	82	169	0	0	1.181	3
11	Slalom	M5	1	1500	0	86.5	109.5	0	8	4.644	3
11	Trick	M5	2	15000	0	1550	5490	0	0	0.869	3
11	Jump	M5	3	1500	22.8	70	152	0	0	1.091	3
11	Slalom	M6	1	1500	0	76.5	104	0	8	3.543	3
11	Trick	M6	2	15000	0	1300	3940	0	0	0.991	3
11	Jump	M6	3	1500	17.25	56	115	0	0	1.187	3
11	Slalom	M7	1	1500	0	80	95	0	8	6.323	3
11	Trick	M7	2	15000	0	1100	3750	0	0	0.896	3
11	Jump	M7	3	1500	16.8	50	112	0	0	1.043	3
11	Slalom	M8	1	1500	0	69	88.25	0	8	4.377	2
11	Trick	M8	2	15000	0	900	2450	0	0	1.097	2
11	Jump	M8	3	1500	14.1	42	94	0	0	1.044	2
11	Slalom	M9	1	1500	0	50	81.5	0	8	2.161	2
11	Trick	M9	2	15000	0	700	1740	0	0	1.207	2
11	Jump	M9	3	1500	10.8	36	72	0	0	1.238	2
11	Slalom	MA	1	1500	0	40	73.5	0	8	1.702	2
11	Trick	MA	2	15000	0	500	1600	0	0	0.945	2
11	Jump	MA	3	1500	6.75	32	45	0	0	2.645	2
11	Slalom	MB	1	1500	0	30	40	0	8	3.351	2
11	Trick	MB	2	15000	0	250	600	0	0	1.255	2
11	Jump	MB	3	1500	5.1	28	34	0	0	4.721	2
11	Slalom	G1	1	1500	0	14.5	79.25	0	40	0.733	2
11	Trick	G1	2	15000	0	350	4400	0	0	0.434	2
11	Jump	G1	3	1500	149.85	999	999	0	0	0	2
11	Slalom	G2	1	1500	0	54.5	93	0	8	1.997	3
11	Trick	G2	2	15000	0	650	6790	0	0	0.468	3
11	Jump	G2	3	1500	18	40	120	0	0	0.716	3
11	Slalom	G3	1	1500	0	71.5	100	0	8	3.231	3
11	Trick	G3	2	15000	0	1050	7740	0	0	0.55	3
11	Jump	G3	3	1500	22.65	58	151	0	0	0.852	3
11	Slalom	W1	1	1500	0	61.5	109	0	8	1.887	3
11	Trick	W1	2	15000	0	800	8490	0	0	0.465	3
11	Jump	W1	3	1500	23.25	53	155	0	0	0.738	3
11	Slalom	W2	1	1500	0	68	109	0	8	2.299	3
11	Trick	W2	2	15000	0	1500	8740	0	0	0.623	3
11	Jump	W2	3	1500	23.7	72	158	0	0	1.074	3
11	Slalom	W3	1	1500	0	71.5	105	0	8	2.825	3
11	Trick	W3	2	15000	0	1100	6330	0	0	0.628	3
11	Jump	W3	3	1500	23.25	61	155	0	0	0.879	3
11	Slalom	W4	1	1500	0	69.5	100.5	0	8	2.935	3
11	Trick	W4	2	15000	0	1200	5600	0	0	0.713	3
11	Jump	W4	3	1500	18.3	53	122	0	0	1.004	3
11	Slalom	W5	1	1500	0	71	92	0	8	4.169	3
11	Trick	W5	2	15000	0	1450	5060	0	0	0.879	3
11	Jump	W5	3	1500	16.05	48	107	0	0	1.05	3
11	Slalom	W6	1	1500	0	64	82.5	0	8	4.215	3
11	Trick	W6	2	15000	0	1100	3780	0	0	0.89	3
11	Jump	W6	3	1500	12.6	54	84	0	0	2.016	3
11	Slalom	W7	1	1500	0	60	80	0	8	3.704	3
11	Trick	W7	2	15000	0	900	3330	0	0	0.84	3
11	Jump	W7	3	1500	10.35	40	69	0	0	1.611	3
11	Slalom	W8	1	1500	0	55	75.5	0	8	3.339	2
11	Trick	W8	2	15000	0	700	2270	0	0	0.934	2
11	Jump	W8	3	1500	8.55	36	57	0	0	1.934	2
11	Slalom	W9	1	1500	0	50	62	0	8	4.839	2
11	Trick	W9	2	15000	0	500	1670	0	0	0.911	2
11	Jump	W9	3	1500	6.75	32	45	0	0	2.645	2
11	Slalom	WA	1	1500	0	40	56	0	8	3.026	2
11	Trick	WA	2	15000	0	300	1220	0	0	0.783	2
