Table:	NopsData										
SkiYear	Event	AgeGroup	SortSeq	Base	Adj	RatingMedian	RatingRec	RatingOpen	OverallBase	OverallExp	EventsReqd
11	Jump	WA	3	1500	4.8	29	32	0	0	9.401	2
11	Slalom	WB	1	1500	0	30	40	0	8	3.351	2
11	Trick	WB	2	15000	0	200	600	0	0	1	2
11	Jump	WB	3	1500	4.8	27	32	0	0	5.409	2
11	Slalom	OM	1	1500	0	83	121.5	0	8	2.878	3
11	Trick	OM	2	15000	0	1100	12070	0	0	0.459	3
11	Jump	OM	3	1500	37.05	102	247	0	0	0.936	3
11	Slalom	OW	1	1500	0	68	109	0	8	2.299	3
11	Trick	OW	2	15000	0	1500	8740	0	0	0.623	3
11	Jump	OW	3	1500	26.4	72	176	0	0	0.925	3
11	Slalom	MM	1	1500	0	88	111.5	0	8	4.631	3
11	Trick	MM	2	15000	0	1200	10720	0	0	0.502	3
11	Jump	MM	3	1500	29.55	103	197	0	0	1.333	3
11	Slalom	MW	1	1500	0	0	0	0	8	0	3
11	Trick	MW	2	15000	0	0	0	0	0	0	3
11	Jump	MW	3	1500	0	0	0	0	0	0	3
11	Slalom	NM	1	1500	0	82.5	119	0	8	2.992	3
11	Trick	NM	2	15000	0	950	11070	0	0	0.447	3
11	Jump	NM	3	1500	30.9	96	206	0	0	1.11	3
11	Slalom	NW	1	1500	0	61.5	109	0	8	1.887	3
11	Trick	NW	2	15000	0	800	8490	0	0	0.465	3
11	Jump	NW	3	1500	23.25	53	155	0	0	0.738	3
11	Slalom	CM	1	1500	0	82.5	119	0	8	2.992	3
11	Trick	CM	2	15000	0	950	11070	0	0	0.447	3
11	Jump	CM	3	1500	30.9	96	206	0	0	1.11	3
11	Slalom	CW	1	1500	0	61.5	109	0	8	1.887	3
11	Trick	CW	2	15000	0	800	8490	0	0	0.465	3
11	Jump	CW	3	1500	23.25	53	155	0	0	0.738	3
11	Slalom	BM	1	1500	0	82.5	119	0	8	2.992	3
11	Trick	BM	2	15000	0	950	11070	0	0	0.447	3
11	Jump	BM	3	1500	30.9	96	206	0	0	1.11	3
11	Slalom	BW	1	1500	0	61.5	109	0	8	1.887	3
11	Trick	BW	2	15000	0	800	8490	0	0	0.465	3
11	Jump	BW	3	1500	23.25	53	155	0	0	0.738	3
11	Slalom	IM	1	1500	0	0	0	0	8	0	3
11	Trick	IM	2	15000	0	0	0	0	0	0	3
11	Jump	IM	3	1500	0	0	0	0	0	0	3
11	Slalom	IW	1	1500	0	0	0	0	8	0	3
11	Trick	IW	2	15000	0	0	0	0	0	0	3
11	Jump	IW	3	1500	0	0	0	0	0	0	3
11	Slalom	JM	1	1500	0	0	0	0	8	0	3
11	Trick	JM	2	15000	0	0	0	0	0	0	3
11	Jump	JM	3	1500	0	0	0	0	0	0	3
11	Slalom	JW	1	1500	0	0	0	0	8	0	3
11	Trick	JW	2	15000	0	0	0	0	0	0	3
11	Jump	JW	3	1500	0	0	0	0	0	0	3
11	Slalom	IB	1	1500	0	0	0	0	8	0	3
11	Trick	IB	2	15000	0	0	0	0	0	0	3
11	Jump	IB	3	1500	0	0	0	0	0	0	3
11	Slalom	IG	1	1500	0	0	0	0	8	0	3
11	Trick	IG	2	15000	0	0	0	0	0	0	3
11	Jump	IG	3	1500	0	0	0	0	0	0	3
11	Slalom	JB	1	1500	0	0	68	0	0	0	3
11	Trick	JB	2	900	0	0	7870	0	0	0	3
11	Jump	JB	3	700	0	0	131	0	0	0	3
11	Slalom	JG	1	1500	0	0	57	0	0	0	3
11	Trick	JG	2	900	0	0	6970	0	0	0	3
11	Jump	JG	3	700	0	0	120	0	0	0	3
11	Slalom	S1	1	1500	0	0	0	0	8	0	3
11	Trick	S1	2	15000	0	0	0	0	0	0	3
11	Jump	S1	3	1500	0	0	0	0	0	0	3
11	Slalom	S2	1	1500	0	0	0	0	8	0	3
11	Trick	S2	2	15000	0	0	0	0	0	0	3
11	Jump	S2	3	1500	0	0	0	0	0	0	3
11	Slalom	S3	1	1500	0	0	0	0	8	0	3
11	Trick	S3	2	15000	0	0	0	0	0	0	3
11	Jump	S3	3	1500	0	0	0	0	0	0	3
11	Slalom	L1	1	1500	0	0	0	0	8	0	3
11	Trick	L1	2	15000	0	0	0	0	0	0	3
11	Jump	L1	3	1500	0	0	0	0	0	0	3
11	Slalom	L2	1	1500	0	0	0	0	8	0	3
11	Trick	L2	2	15000	0	0	0	0	0	0	3
11	Jump	L2	3	1500	0	0	0	0	0	0	3
11	Slalom	L3	1	1500	0	0	0	0	8	0	3
11	Trick	L3	2	15000	0	0	0	0	0	0	3
11	Jump	L3	3	1500	0	0	0	0	0	0	3
10	Slalom	B1	1	1500	0	20	81	0	24	0.797	2
10	Trick	B1	2	15000	0	350	4090	0	0	0.447	2
10	Jump	B1	3	1500	0	999	999	0	0	0	2
10	Slalom	B2	1	1500	0	59	104	0	8	1.899	3
10	Trick	B2	2	15000	0	650	7870	0	0	0.441	3
10	Jump	B2	3	1500	19.65	54	131	0	0	0.934	3
10	Slalom	B3	1	1500	0	81	115.5	0	8	3.084	3
10	Trick	B3	2	15000	0	1100	10350	0	0	0.49	3
10	Jump	B3	3	1500	28.65	92	191	0	0	1.167	3
10	Slalom	M1	1	1500	0	83	119	0	8	3.042	3
10	Trick	M1	2	15000	0	900	11070	0	0	0.438	3
10	Jump	M1	3	1500	30.9	98	206	0	0	1.145	3
10	Slalom	M2	1	1500	0	85.5	121.5	0	8	3.124	3
10	Trick	M2	2	15000	0	1200	11900	0	0	0.479	3
10	Jump	M2	3	1500	32.4	109	216	0	0	1.257	3
10	Slalom	M3	1	1500	0	88	111.25	0	8	4.675	3
10	Trick	M3	2	15000	0	1450	12070	0	0	0.518	3
10	Jump	M3	3	1500	26.4	96	176	0	0	1.436	3
10	Slalom	M4	1	1500	0	88.5	111	0	8	4.839	3
10	Trick	M4	2	15000	0	1300	6110	0	0	0.71	3
10	Jump	M4	3	1500	25.35	88	169	0	0	1.324	3
10	Slalom	M5	1	1500	0	86	109.5	0	8	4.531	3
10	Trick	M5	2	15000	0	1650	5490	0	0	0.914	3
10	Jump	M5	3	1500	22.8	86	152	0	0	1.536	3
10	Slalom	M6	1	1500	0	80	103	0	8	4.312	3
10	Trick	M6	2	15000	0	1450	3940	0	0	1.099	3
10	Jump	M6	3	1500	17.25	63	115	0	0	1.447	3
10	Slalom	M7	1	1500	0	77.5	95	0	8	5.33	3
10	Trick	M7	2	15000	0	1200	3750	0	0	0.964	3
10	Jump	M7	3	1500	16.8	52	112	0	0	1.104	3
10	Slalom	M8	1	1500	0	68	88.25	0	8	4.129	2
10	Trick	M8	2	15000	0	1000	2450	0	0	1.226	2
10	Jump	M8	3	1500	14.1	42	94	0	0	1.044	2
10	Slalom	M9	1	1500	0	50	81.5	0	8	2.161	2
10	Trick	M9	2	15000	0	750	1740	0	0	1.305	2
10	Jump	M9	3	1500	10.8	36	72	0	0	1.238	2
10	Slalom	MA	1	1500	0	40	73.5	0	8	1.702	2
10	Trick	MA	2	15000	0	500	1600	0	0	0.945	2
10	Jump	MA	3	1500	6.6	32	44	0	0	2.839	2
10	Slalom	MB	1	1500	0	30	40	0	8	3.351	2
10	Trick	MB	2	15000	0	250	600	0	0	1.255	2
10	Jump	MB	3	1500	5.1	28	34	0	0	4.721	2
10	Slalom	G1	1	1500	0	12	79.25	0	40	0.631	2
10	Trick	G1	2	15000	0	200	4400	0	0	0.355	2
10	Jump	G1	3	1500	149.85	999	999	0	0	0	2
10	Slalom	G2	1	1500	0	54	93	0	8	1.962	3
10	Trick	G2	2	15000	0	600	6790	0	0	0.453	3
10	Jump	G2	3	1500	18	47	120	0	0	0.874	3
10	Slalom	G3	1	1500	0	65.5	100	0	8	2.552	3
10	Trick	G3	2	15000	0	1050	7740	0	0	0.55	3
10	Jump	G3	3	1500	22.65	61	151	0	0	0.909	3
10	Slalom	W1	1	1500	0	59.5	105	0	8	1.896	3
10	Trick	W1	2	15000	0	600	8490	0	0	0.415	3
10	Jump	W1	3	1500	23.25	55	155	0	0	0.772	3
10	Slalom	W2	1	1500	0	68	109	0	8	2.299	3
10	Trick	W2	2	15000	0	1550	8740	0	0	0.635	3
10	Jump	W2	3	1500	23.7	71	158	0	0	1.053	3
10	Slalom	W3	1	1500	0	70.5	103	0	8	2.86	3
10	Trick	W3	2	15000	0	1200	6280	0	0	0.664	3
10	Jump	W3	3	1500	23.25	73	155	0	0	1.128	3
10	Slalom	W4	1	1500	0	75	99	0	8	3.91	3
10	Trick	W4	2	15000	0	1100	5600	0	0	0.675	3
10	Jump	W4	3	1500	18.3	52	122	0	0	0.977	3
10	Slalom	W5	1	1500	0	67.5	92	0	8	3.48	3
10	Trick	W5	2	15000	0	1350	5060	0	0	0.831	3
10	Jump	W5	3	1500	16.05	49	107	0	0	1.082	3
10	Slalom	W6	1	1500	0	64	82.5	0	8	4.215	3
10	Trick	W6	2	15000	0	1100	3780	0	0	0.89	3
10	Jump	W6	3	1500	12.6	44	84	0	0	1.337	3
10	Slalom	W7	1	1500	0	60	80	0	8	3.704	3
10	Trick	W7	2	15000	0	900	3330	0	0	0.84	3
10	Jump	W7	3	1500	10.35	40	69	0	0	1.611	3
10	Slalom	W8	1	1500	0	55	75.5	0	8	3.339	2
10	Trick	W8	2	15000	0	700	2270	0	0	0.934	2
10	Jump	W8	3	1500	8.55	36	57	0	0	1.934	2
10	Slalom	W9	1	1500	0	50	62	0	8	4.839	2
10	Trick	W9	2	15000	0	500	1670	0	0	0.911	2
10	Jump	W9	3	1500	6.75	32	45	0	0	2.645	2
10	Slalom	WA	1	1500	0	40	56	0	8	3.026	2
10	Trick	WA	2	15000	0	300	1010	0	0	0.905	2
10	Jump	WA	3	1500	4.8	29	32	0	0	9.401	2
10	Slalom	WB	1	1500	0	30	40	0	8	3.351	2
10	Trick	WB	2	15000	0	200	500	0	0	1.199	2
10	Jump	WB	3	1500	4.8	27	32	0	0	5.409	2
10	Slalom	OM	1	1500	0	85.5	121.5	0	8	3.124	3
10	Trick	OM	2	15000	0	1200	12070	0	0	0.476	3
10	Jump	OM	3	1500	37.05	109	247	0	0	1.026	3
10	Slalom	OW	1	1500	0	68	109	0	8	2.299	3
10	Trick	OW	2	15000	0	1550	8740	0	0	0.635	3
10	Jump	OW	3	1500	26.4	71	176	0	0	0.908	3
10	Slalom	MM	1	1500	0	88.5	111.25	0	8	4.792	3
10	Trick	MM	2	15000	0	1450	12070	0	0	0.518	3
10	Jump	MM	3	1500	26.4	96	176	0	0	1.436	3
10	Slalom	MW	1	1500	0	70.5	103	0	8	2.86	3
10	Trick	MW	2	15000	0	1200	6280	0	0	0.664	3
10	Jump	MW	3	1500	23.25	73	155	0	0	1.128	3
10	Slalom	NM	1	1500	0	83	119	0	8	3.042	3
10	Trick	NM	2	15000	0	900	11070	0	0	0.438	3
10	Jump	NM	3	1500	30.9	98	206	0	0	1.145	3
10	Slalom	NW	1	1500	0	59.5	105	0	8	1.896	3
10	Trick	NW	2	15000	0	600	8490	0	0	0.415	3
10	Jump	NW	3	1500	23.25	55	155	0	0	0.772	3
10	Slalom	CM	1	1500	0	83	119	0	8	3.042	3
10	Trick	CM	2	15000	0	900	6820	0	0	0.438	3
10	Jump	CM	3	1500	28.95	98	193	0	0	1.145	3
10	Slalom	CW	1	1500	0	59.5	105	0	8	1.896	3
10	Trick	CW	2	15000	0	600	4530	0	0	0.415	3
10	Jump	CW	3	1500	23.1	55	154	0	0	0.772	3
10	Slalom	BM	1	1500	0	83	119	0	8	3.042	3
10	Trick	BM	2	15000	0	900	6820	0	0	0.438	3
10	Jump	BM	3	1500	28.95	98	193	0	0	1.145	3
10	Slalom	BW	1	1500	0	59.5	105	0	8	1.896	3
10	Trick	BW	2	15000	0	600	4530	0	0	0.415	3
10	Jump	BW	3	1500	23.1	55	154	0	0	0.772	3
10	Slalom	IM	1	1500	0	0	0	0	0	0	3
10	Trick	IM	2	15000	0	0	0	0	0	0	3
10	Jump	IM	3	1500	0	0	0	0	0	0	3
10	Slalom	IW	1	1500	0	0	0	0	0	0	3
10	Trick	IW	2	15000	0	0	0	0	0	0	3
10	Jump	IW	3	1500	0	0	0	0	0	0	3
10	Slalom	JB	1	1500	0	0	0	0	0	0	3
10	Trick	JB	2	15000	0	0	0	0	0	0	3
10	Jump	JB	3	1500	0	0	0	0	0	0	3
10	Slalom	JG	1	1500	0	0	0	0	0	0	3
10	Trick	JG	2	15000	0	0	0	0	0	0	3
10	Jump	JG	3	1500	0	0	0	0	0	0	3
10	Slalom	IB	1	1500	0	0	0	0	0	0	3
10	Trick	IB	2	15000	0	0	0	0	0	0	3
10	Jump	IB	3	1500	0	0	0	0	0	0	3
10	Slalom	IG	1	1500	0	0	0	0	0	0	3
10	Trick	IG	2	15000	0	0	0	0	0	0	3
10	Jump	IG	3	1500	0	0	0	0	0	0	3
10	Slalom	S1	1	1500	0	0	0	0	0	0	3
10	Trick	S1	2	15000	0	0	0	0	0	0	3
10	Jump	S1	3	1500	0	0	0	0	0	0	3
10	Slalom	S2	1	1500	0	0	0	0	0	0	3
10	Trick	S2	2	15000	0	0	0	0	0	0	3
10	Jump	S2	3	1500	0	0	0	0	0	0	3
10	Slalom	S3	1	1500	0	0	0	0	0	0	3
10	Trick	S3	2	15000	0	0	0	0	0	0	3
10	Jump	S3	3	1500	0	0	0	0	0	0	3
10	Slalom	L1	1	1500	0	0	0	0	0	0	3
10	Trick	L1	2	15000	0	0	0	0	0	0	3
10	Jump	L1	3	1500	0	0	0	0	0	0	3
10	Slalom	L2	1	1500	0	0	0	0	0	0	3
10	Trick	L2	2	15000	0	0	0	0	0	0	3
10	Jump	L2	3	1500	0	0	0	0	0	0	3
10	Slalom	L3	1	1500	0	0	0	0	0	0	3
10	Trick	L3	2	15000	0	0	0	0	0	0	3
10	Jump	L3	3	1500	0	0	0	0	0	0	3
